,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,trending,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,gitlab_id,gitlab_url
58,Gym Pybullet Drones,utiasDSL/gym-pybullet-drones,[],aerial,https://utiasdsl.github.io/gym-pybullet-drones/,https://github.com/utiasDSL/gym-pybullet-drones,MIT,2020-08-10 07:38:09,2025-09-19 12:00:55,2025-09-19 12:00:51,810.0,6.0,443.0,18.0,53.0,106.0,111.0,1641.0,2021-03-09 21:11:22,1.0.0,,,5.0,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control.,,,18.0,17,True,2.0,,,,,,,,,,,,,,
59,Flightmare,uzh-rpg/flightmare,[],aerial,https://uzh-rpg.github.io/flightmare/,https://github.com/uzh-rpg/flightmare,MIT,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,362.0,37.0,37.0,113.0,60.0,1216.0,2020-12-01 16:59:05,0.0.5,5853.0,94.0,5.0,An Open Flexible Quadrotor Simulator.,,,7.0,17,True,2.0,,,,,,,,,,,,,,
60,MetaDrive,metadriverse/metadrive/,,ml,https://metadriverse.github.io/metadrive-simulator/,https://github.com/metadriverse/metadrive,Apache-2.0,2021-08-28 08:42:42,2025-08-15 18:57:56,2025-05-12 06:21:55,822.0,,147.0,18.0,437.0,84.0,312.0,1007.0,2024-12-06 17:31:09,MetaDrive-0.4.3,49119.0,1002.0,12.0,MetaDrive: Lightweight driving simulator for everyone.,,,,17,True,3.0,,,,,,,,,,,,,,
61,Holodeck,BYU-PCCL/holodeck,,ml,https://github.com/BYU-PCCL/holodeck,https://github.com/BYU-PCCL/holodeck,MIT,2016-10-07 22:12:04,2022-02-19 05:41:14,2021-04-30 02:11:03,1025.0,,42.0,18.0,210.0,49.0,196.0,588.0,2020-04-02 23:24:07,0.3.1,,,5.0,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,10.0,10.0,19.0,17,True,3.0,,,,,,,,,,,,,,
62,Unity Robotics Hub,Unity-Technologies/Unity-Robotics-Hub,[],robotics,https://github.com/Unity-Technologies/Unity-Robotics-Hub,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Apache-2,2020-09-24 17:23:13,2024-11-26 12:02:53,2024-11-26 11:42:34,138.0,,449.0,58.0,237.0,52.0,146.0,2354.0,2022-02-03 01:13:55,0.7.0,,,4.0,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",,,13.0,16,True,2.0,,,,,,,,,,,,,,
63,LocoMuJoCo,robfiras/loco-mujoco,,ml,https://loco-mujoco.readthedocs.io/,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2025-05-30 15:29:57,2025-05-30 15:29:56,696.0,,125.0,14.0,20.0,29.0,37.0,1196.0,2025-04-18 12:03:55,1.0.1,,,6.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,8.0,8.0,14.0,16,True,3.0,,,,,-1.0,,,,,,,,,
64,UUV Simulator,uuvsimulator/uuv_simulator,,maritime,https://uuvsimulator.github.io/,https://github.com/uuvsimulator/uuv_simulator,apache-2,2016-07-13 11:21:05,2023-08-08 15:18:36,2020-06-15 14:57:59,1275.0,,313.0,48.0,285.0,106.0,75.0,795.0,,,,,,Gazebo/ROS packages for underwater robotics simulation.,,,21.0,16,False,1.0,,,,,,,,,,,,,,
65,RaiSim,raisimTech/raisimlib,,physics,https://raisim.com/,https://github.com/raisimTech/raisimLib,Proprietary Software License,2020-09-06 01:58:59,2025-09-01 19:35:55,2025-09-01 19:35:55,1139.0,4.0,99.0,13.0,189.0,57.0,347.0,396.0,2022-09-22 00:51:12,1.1.5,237.0,5.0,4.0,Visit www.raisim.com.,,,16.0,16,True,3.0,,,,,,,,,,,,,,
66,Morse,morse-simulator/morse,,robotics,http://morse-simulator.github.io/,https://github.com/morse-simulator/morse,OFL-1.1,2010-08-23 14:41:06,2022-05-13 00:19:02,2022-03-22 21:33:51,4356.0,,144.0,38.0,389.0,98.0,340.0,364.0,2016-02-12 09:28:10,1.4,,,4.0,The Modular OpenRobots Simulation Engine.,,,59.0,16,False,2.0,,,,,,,,,,,,,,
67,Project AirSim,iamaisim/ProjectAirSim,,aerial,https://iamaisim.github.io/ProjectAirSim/,https://github.com/iamaisim/ProjectAirSim,MIT,2025-05-13 15:24:25,2025-09-18 21:02:36,2025-09-18 20:15:16,25.0,19.0,33.0,31.0,36.0,18.0,5.0,285.0,2025-07-30 18:57:09,0.1.1,715.0,238.0,1.0,"Project AirSim is Microsofts evolution of AirSim, an advanced simulation platform for building, training, and testing..",,,9.0,16,True,2.0,,,,,,,,,,,,,,
68,TPE (part of gz-physics),gazebosim/gz-physics,[],physics,https://gazebosim.org/,https://github.com/gazebosim/gz-physics,Apache-2.0,2020-04-15 09:18:03,2025-09-26 23:48:02,2025-09-26 23:46:40,1898.0,25.0,50.0,18.0,637.0,82.0,73.0,73.0,2025-01-16 23:48:49,gz-physics8_8.0.0,,,6.0,Abstract physics interface designed to support simulation and rapid development of robot applications.,,,50.0,16,True,3.0,,,,,,,,,,,,,,
69,PhysX 5,NVIDIA-Omniverse/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIA-Omniverse/PhysX,BSD-3-Clause,2022-10-04 09:07:32,2025-07-22 17:28:32,2025-07-22 17:19:03,34.0,1.0,509.0,58.0,45.0,45.0,127.0,4155.0,2025-07-22 17:27:28,107.3-physx-5.6.1,,,19.0,NVIDIA PhysX SDK.,,,7.0,15,True,3.0,,,,,,,,,,,,,,
70,PhysX SDK (legacy),NVIDIAGameWorks/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIAGameWorks/PhysX,NVIDIA Omniverse License Agreement,2018-12-05 14:30:22,2023-09-05 08:32:01,2022-11-09 12:26:46,12.0,,786.0,144.0,60.0,311.0,311.0,3420.0,2018-12-20 16:57:26,4.0.0,,,2.0,NVIDIA PhysX SDK.,,,3.0,15,True,3.0,,,,,,,,,,,,,,
71,Gibson,StanfordVL/GibsonEnv,,ml,http://gibsonenv.stanford.edu/,https://github.com/StanfordVL/GibsonEnv,MIT,2017-12-18 20:12:35,2024-04-15 12:20:11,2021-05-12 18:03:25,1156.0,,144.0,29.0,26.0,47.0,71.0,921.0,,,,,2.0,Gibson Environments: Real-World Perception for Embodied Agents.,,,9.0,15,True,3.0,,,,,,,,,,,,,,
72,Safe Control Gym,utiasDSL/safe-control-gym,,ml,https://www.dynsyslab.org/safe-robot-learning/,https://github.com/utiasDSL/safe-control-gym,MIT,2021-08-04 22:14:15,2025-09-21 19:45:09,2025-09-21 19:45:08,543.0,6.0,137.0,11.0,133.0,7.0,52.0,768.0,2024-10-21 14:55:01,1.0.0,,,4.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,20.0,15,True,3.0,,,,,,,,,,,,,,
73,PyRep,stepjam/PyRep,,ml,https://github.com/stepjam/PyRep,https://github.com/stepjam/PyRep,MIT,2019-06-26 12:15:58,2024-08-16 12:54:08,2024-07-02 08:49:17,153.0,,160.0,11.0,101.0,2.0,297.0,742.0,2024-01-28 14:47:39,4.1.0,,,1.0,A toolkit for robot learning research.,,,20.0,15,True,3.0,,,,,,,,,,,,,,
74,Ros2 For Unity,RobotecAI/ros2-for-unity,,robotics,https://github.com/RobotecAI/ros2-for-unity,https://github.com/RobotecAI/ros2-for-unity,Apache-2.0,2021-08-19 12:52:18,2024-09-30 08:17:55,2024-09-30 08:17:55,96.0,,65.0,9.0,32.0,38.0,55.0,577.0,2023-03-31 19:37:08,1.3.0,7615.0,152.0,4.0,High-performance ROS2 solution for Unity3D.,,,12.0,15,True,3.0,,,,,,,,,,,,,,
75,FlightGoggles,mit-aera/FlightGoggles,[],aerial,https://flightgoggles.mit.edu/,https://github.com/mit-aera/FlightGoggles,MIT,2017-04-02 21:14:31,2024-04-01 14:38:14,2024-04-01 14:38:14,219.0,,97.0,28.0,6.0,20.0,151.0,427.0,2021-05-31 00:18:07,3.0,1584.0,17.0,18.0,A framework for photorealistic hardware-in-the-loop agile flight simulation using Unity3D and ROS. Developed by MIT..,,,9.0,15,True,2.0,,,,,,,,,,,,,,
76,mvsim,MRPT/mvsim,[],flatsim,https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2025-09-29 09:05:21,2025-09-29 09:05:18,1240.0,5.0,50.0,11.0,39.0,8.0,20.0,342.0,2024-05-09 10:28:56,0.9.4,,,8.0,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2.,,,9.0,15,True,3.0,,,,https://mvsimulator.readthedocs.io/,,,,,,,,,,
77,ARGoS,ilpincy/argos3,[],robotics,https://www.argos-sim.info/,https://github.com/ilpincy/argos3,MIT,2012-11-05 19:07:02,2025-05-03 19:23:32,2025-05-03 19:22:55,1397.0,,110.0,23.0,95.0,28.0,103.0,290.0,,,,,,"A parallel, multi-engine simulator for heterogeneous swarm robotics.",,,25.0,15,True,3.0,,,,,,,,,,,,,,
78,DAVE,Field-Robotics-Lab/dave,,maritime,https://field-robotics-lab.github.io/dave.doc/,https://github.com/Field-Robotics-Lab/dave,Apache-2.0,2019-10-02 23:45:04,2024-08-19 01:00:35,2023-12-04 08:10:33,771.0,,70.0,9.0,169.0,32.0,100.0,259.0,2022-02-26 01:20:21,4.3.0,,,8.0,Project DAVE.,,,25.0,15,True,2.0,,,,,,,,,,,,,,
79,BSK-RL,AVSLab/bsk_rl,,space,https://avslab.github.io/bsk_rl/,https://github.com/AVSLab/bsk_rl,MIT,2023-06-08 01:02:01,2025-09-30 17:53:46,2025-09-30 17:39:44,297.0,33.0,7.0,6.0,150.0,24.0,127.0,79.0,2025-07-24 00:09:32,1.2.0,,,4.0,"RL environments and tools for spacecraft autonomy research, built on Basilisk. Developed by the AVS Lab.",,,8.0,15,True,2.0,,,,,,,,,,,,,,
80,NVIDIA Isaac Sim,isaac-sim/IsaacSim,,robotics,https://developer.nvidia.com/isaac/sim,https://github.com/isaac-sim/IsaacSim,Apache 2.0 and NVIDIA Omniverse License Agreement,2025-05-28 18:38:18,2025-09-25 20:53:04,2025-09-25 18:45:11,30.0,6.0,184.0,15.0,12.0,65.0,92.0,1504.0,2025-08-08 17:46:39,5.0.0,,,1.0,"NVIDIA Isaac Sim is an open-source application on NVIDIA Omniverse for developing, simulating, and testing AI-driven..",,,5.0,14,True,3.0,,,,,,,,,,,,,,
81,Panda-Gym,qgallouedec/panda-gym,,domain,https://github.com/qgallouedec/panda-gym,https://github.com/qgallouedec/panda-gym,MIT,2020-09-13 18:13:39,2024-07-23 07:27:41,2024-07-04 13:38:48,188.0,,120.0,8.0,34.0,8.0,63.0,700.0,2024-06-10 10:13:17,3.0.7,,,14.0,Set of robotic environments based on PyBullet physics engine and gymnasium.,,,9.0,14,True,1.0,,,,,,,,,,https://panda-gym.readthedocs.io/en/latest/,,,,
82,Pegasus Simulator,PegasusSimulator/PegasusSimulator,[],aerial,https://pegasussimulator.github.io/PegasusSimulator/,https://github.com/PegasusSimulator/PegasusSimulator,BSD-3-Clause,2023-02-27 08:58:27,2025-07-20 14:11:57,2025-07-20 14:02:54,216.0,1.0,104.0,11.0,38.0,21.0,33.0,571.0,2025-07-20 14:09:20,4.5.0,,,6.0,A framework built on top of NVIDIA Isaac Sim for simulating drones with PX4 support and much more.,,,4.0,14,True,2.0,,,,,,,,,,,,,,
83,Aerial Gym Simulator,ntnu-arl/aerial_gym_simulator,[],aerial,https://ntnu-arl.github.io/aerial_gym_simulator/,https://github.com/ntnu-arl/aerial_gym_simulator,BSD-3-Clause,2023-04-04 20:48:46,2025-09-30 08:18:15,2025-09-30 08:17:19,58.0,3.0,92.0,18.0,10.0,12.0,32.0,569.0,2025-04-28 07:50:13,2.0.0,,,2.0,Aerial Gym Simulator - Isaac Gym Simulator for Aerial Robots.,,,4.0,14,True,2.0,,,,,,,,,,,,,,
84,ROS1 Intergration for Unreal 4,code-iai/ROSIntegration,,robotics,https://github.com/code-iai/ROSIntegration,https://github.com/code-iai/ROSIntegration,MIT,2017-08-17 19:46:51,2025-02-11 10:10:58,2025-02-11 10:10:58,433.0,,137.0,39.0,87.0,51.0,77.0,447.0,,,,,,Unreal Engine Plugin to enable ROS Support.,,,32.0,14,True,3.0,,,,,,,,,,,,,,
85,Gymfc,wil3/gymfc/,,aerial,http://wfk.io/neuroflight/,https://github.com/wil3/gymfc,MIT,2018-04-10 17:11:12,2021-10-07 16:59:11,2021-10-07 16:59:10,268.0,,104.0,21.0,30.0,9.0,72.0,431.0,2018-09-17 15:25:54,0.1.0,,,1.0,A universal flight control tuning framework.,,,,14,True,2.0,,,,,,,,,,,,,,
86,ProcTHOR,allenai/procthor,,ml,https://procthor.allenai.org/,https://github.com/allenai/procthor,Apache-2.0,2022-07-25 20:53:54,2023-04-07 11:02:38,2022-12-14 19:21:47,30.0,,35.0,10.0,10.0,43.0,9.0,390.0,2022-08-21 16:32:44,0.0.1,,,3.0,Scaling Embodied AI by Procedurally Generating Interactive 3D Houses.,13.0,13.0,6.0,14,True,3.0,,,,,,,,,,,,,,
87,UNav-Sim,open-airlab/UNav-Sim,,maritime,https://github.com/open-airlab/UNav-Sim,https://github.com/open-airlab/UNav-Sim,MIT,2023-02-22 15:10:24,2025-05-02 12:55:48,2025-05-02 12:55:48,3707.0,,24.0,10.0,,3.0,13.0,246.0,,,,,,Visually Realistic Underwater Robotics Simulator UNav-Sim.,,,248.0,14,True,2.0,,,,,,,,,,,,,,
88,rotorpy,spencerfolk/rotorpy,[],aerial,https://github.com/spencerfolk/rotorpy,https://github.com/spencerfolk/rotorpy,MIT,2023-03-15 18:55:42,2025-09-20 17:26:36,2025-08-18 16:04:28,215.0,6.0,41.0,6.0,9.0,3.0,16.0,189.0,2025-08-18 15:55:02,2.0.2,11.0,1.0,4.0,A multirotor simulator with aerodynamics for education and research.,,,5.0,14,True,2.0,,,,,,,,,,,,,,
89,jMAVSim,PX4/jMAVSim,,aerial,https://github.com/PX4/jMAVSim,https://github.com/PX4/jMAVSim,BSD-3-Clause,2015-06-13 23:11:25,2024-07-03 08:23:19,2021-12-17 09:22:41,382.0,,211.0,37.0,79.0,16.0,36.0,97.0,,,,,,Simple multirotor simulator with MAVLink protocol support.,,,28.0,14,True,2.0,,,,,,,,,,,,,,
90,SMaRC 2,smarc-project/smarc2,,maritime,https://github.com/smarc-project/smarc2,https://github.com/smarc-project/smarc2,BSD-3-Clause and MIT,2024-02-14 14:14:23,2025-09-30 18:04:40,2025-09-30 18:04:40,1402.0,294.0,27.0,1.0,201.0,8.0,19.0,12.0,2025-06-05 08:08:29,0.5-C2only,43.0,2.0,2.0,smarc ros2-humble main repository.,,,22.0,14,True,2.0,,,,,,,,,,,,,,
91,Unity Rendering Plugin,Unity-Technologies/NativeRenderingPlugin,[],render,https://docs.unity3d.com/Manual/NativePluginInterface.html,https://github.com/Unity-Technologies/NativeRenderingPlugin,MIT,2019-09-03 06:35:55,2025-05-07 16:09:43,2025-05-07 16:09:43,147.0,,179.0,529.0,20.0,26.0,3.0,912.0,,,,,,C++ Rendering Plugin example for Unity.,,,13.0,13,True,3.0,,,,,,,,,,,,,,
92,robo-gym,jr-robotics/robo-gym,,ml,https://github.com/jr-robotics/robo-gym,https://github.com/jr-robotics/robo-gym,MIT,2020-04-03 13:29:26,2025-07-22 15:01:43,2025-07-22 14:16:00,772.0,1.0,73.0,19.0,13.0,11.0,43.0,461.0,,,,,,An open source toolkit for Distributed Deep Reinforcement Learning on real and simulated robots.,10.0,10.0,11.0,13,True,3.0,,,,,,,,,,,,,,
93,Stonefish,patrykcieslak/stonefish,,maritime,https://stonefish.readthedocs.io/,https://github.com/patrykcieslak/stonefish,GPL-3.0,2019-05-10 08:37:07,2025-06-10 11:14:56,2025-06-10 11:02:18,380.0,,44.0,8.0,28.0,7.0,31.0,185.0,2025-06-10 11:14:56,1.5,,,7.0,Stonefish - an advanced C++ simulation library designed for (but not limited to) marine robotics.,,,11.0,13,True,2.0,,,,,,,,,,,,,,
94,CrazyS,gsilano/CrazyS,[],aerial,https://github.com/gsilano/CrazyS,https://github.com/gsilano/CrazyS,Apache-2.0,2018-02-20 14:42:23,2022-08-11 14:59:13,2022-08-11 14:57:06,259.0,,84.0,4.0,19.0,9.0,79.0,174.0,2021-12-28 12:17:27,7.0.1,,,27.0,"CrazyS is an extension of the ROS package RotorS, aimed to modeling, developing and integrating the Crazyflie 2.0.",,,2.0,13,True,3.0,,,,,,,,,,,,,,
95,Flatland,avidbots/flatland,,flatsim,https://flatland-simulator.readthedocs.io/,https://github.com/avidbots/flatland,BSD-3-Clause,2017-08-15 16:22:15,2025-09-30 16:38:06,2024-05-07 21:05:02,796.0,,42.0,9.0,85.0,13.0,13.0,119.0,2023-11-22 22:40:54,1.4.0,,,2.0,A 2D robot simulator for ROS.,,,14.0,13,True,3.0,,,,,1.0,,,,,,,,,
96,RoboCasa,robocasa/robocasa,,ml,https://robocasa.ai/,https://github.com/robocasa/robocasa,mit,2024-05-11 11:14:03,2025-09-13 03:47:28,2025-04-23 03:15:37,47.0,,98.0,12.0,15.0,40.0,106.0,930.0,,,,,,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots.,,,,12,True,3.0,,,,,,,,,,,,,,
97,Deepdrive,deepdrive/deepdrive,,ml,https://deepdrive.io/,https://github.com/deepdrive/deepdrive,,2017-11-21 17:28:45,2023-10-03 21:34:17,2020-06-29 19:31:52,831.0,,150.0,60.0,19.0,35.0,29.0,918.0,2018-05-17 21:36:53,2.0,,,1.0,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving.,,,6.0,12,True,3.0,,,,,,,,,,,,,,
98,DexterousHands,PKU-MARL/DexterousHands,,domain,https://github.com/PKU-MARL/DexterousHands,https://github.com/PKU-MARL/DexterousHands,Apache-2.0,2022-03-30 01:29:41,2025-02-18 13:47:57,2025-02-18 13:47:57,224.0,,110.0,16.0,3.0,36.0,12.0,869.0,,,,,,This is a library that provides dual dexterous hand manipulation tasks through Isaac Gym.,5.0,5.0,9.0,12,True,2.0,,,,,,,,,,,,,,
99,Ocean Sim,umfieldrobotics/OceanSim,,maritime,https://github.com/umfieldrobotics/OceanSim,https://github.com/umfieldrobotics/OceanSim,BSD 3-Clause,2025-02-17 17:50:19,2025-09-26 05:56:03,2025-09-07 04:59:56,19.0,6.0,41.0,12.0,6.0,1.0,11.0,316.0,2025-09-05 16:52:56,release/v4.5.0-ROS,,,2.0,[IROS 2025] OceanSim: A GPU-Accelerated Underwater Robot Perception Simulation Framework.,,,6.0,12,True,2.0,,,,,,,,,,,,,,
100,racecar_gym,axelbr/racecar_gym/,,ml,https://github.com/axelbr/racecar_gym,https://github.com/axelbr/racecar_gym,MIT,2020-08-15 08:26:44,2023-09-18 08:14:53,2023-09-18 08:14:48,301.0,,31.0,3.0,7.0,,11.0,204.0,2020-12-16 22:51:48,tracks-v1.0.0,5472.0,94.0,1.0,A gym environment for a miniature racecar using the pybullet physics engine.,,,,12,True,3.0,,,,,,,,,,,,,,
101,AutoDRIVE Simulator,Tinker-Twins/AutoDRIVE,,domain,https://github.com/Tinker-Twins/AutoDRIVE/tree/AutoDRIVE-Simulator,https://github.com/Tinker-Twins/AutoDRIVE,BSD-2-Clause,2021-01-20 17:26:18,2025-07-23 17:18:51,2024-12-23 19:18:42,376.0,,26.0,5.0,,1.0,12.0,117.0,2024-03-17 04:13:33,Testbed-0.2.0,2217.0,39.0,11.0,An Integrated Cyber-Physical Ecosystem for Autonomous Driving Research and Education.,,,3.0,12,True,2.0,,,,,,,,,,,,,,
102,UWSim,uji-ros-pkg/underwater_simulation,,maritime,https://www.irs.uji.es/uwsim/wiki/index.php?title=Installing_UWSim,https://github.com/uji-ros-pkg/underwater_simulation,GNU-gpl,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,25.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,12,False,2.0,,,,,,,,,,,,,,
103,OmniIsaacGymEnvs,isaac-sim/OmniIsaacGymEnvs,,ml,https://github.com/isaac-sim/OmniIsaacGymEnvs,https://github.com/isaac-sim/OmniIsaacGymEnvs,,2022-06-01 05:16:34,2024-06-06 20:11:32,2024-06-06 20:07:39,176.0,,221.0,17.0,9.0,118.0,52.0,1004.0,,,,,,Reinforcement Learning Environments for Omniverse Isaac Gym.,,,6.0,11,True,3.0,,,,,,,,,,,,,,
104,PyBullet Gym,benelot/pybullet-gym,[],ml,https://pybullet.org/,https://github.com/benelot/pybullet-gym,MIT,2018-01-05 12:35:57,2021-10-16 08:35:41,2021-03-29 09:19:09,64.0,,122.0,9.0,20.0,30.0,27.0,862.0,,,,,,Open-source implementations of OpenAI Gym MuJoCo environments for use with the OpenAI Gym Reinforcement Learning..,,,14.0,11,True,3.0,,,,,,,,,,,,,,
105,Graspit!,graspit-simulator/graspit,,domain,https://github.com/graspit-simulator/graspit,https://github.com/graspit-simulator/graspit,,2015-10-21 23:24:38,2021-04-19 20:49:02,2020-07-10 14:35:48,733.0,,81.0,14.0,111.0,33.0,43.0,207.0,2021-04-10 17:39:19,4.0,108.0,1.0,4.0,The GraspIt! simulator.,,,25.0,11,True,2.0,,,,,,,,,,,,,,
106,ODE,thomasmarsh/ODE,[],physics,http://www.ode.org/,https://github.com/thomasmarsh/ODE,gnu-gpl and BSD-3-clause,2017-05-01 14:50:07,2024-01-17 15:31:06,2024-01-14 01:09:11,2099.0,,34.0,6.0,,2.0,1.0,172.0,,,,,,Open Dynamics Engine (ODE) github mirror from https://bitbucket.org/odedevs/ode.,,,34.0,11,True,3.0,,,,,,,,,,,,,,
107,CoppeliaSim core library,CoppeliaRobotics/coppeliaSimLib,[],robotics,http://coppeliarobotics.com/,https://github.com/CoppeliaRobotics/coppeliaSimLib,gnu-gpl,2019-09-27 09:21:56,2025-10-01 07:35:14,2025-10-01 07:35:08,975.0,28.0,44.0,8.0,5.0,1.0,20.0,126.0,,,,,,CoppeliaSim core library.,,,3.0,11,True,3.0,,,,,,,,,,,,,,
108,OmiLRS,OmniLRS/OmniLRS,,space,https://github.com/OmniLRS/OmniLRS/wiki,https://github.com/OmniLRS/OmniLRS,BSD 3-Clause,2023-09-04 08:12:13,2025-09-27 06:22:24,2025-09-23 08:08:15,504.0,3.0,25.0,6.0,38.0,10.0,15.0,125.0,,,,,,Omniverse Lunar Robotics Simulator.,,,8.0,11,True,3.0,,,,,,,,,,,,,,
109,UWSim-NET,uji-ros-pkg/underwater_simulation,,maritime,https://github.com/uji-ros-pkg/underwater_simulation,https://github.com/uji-ros-pkg/underwater_simulation,,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,25.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,11,False,3.0,,,,,,,,,,,,,,
110,gym-softrobot,skim0119/gym-softrobot/,,domain,https://github.com/skim0119/gym-softrobot,https://github.com/skim0119/gym-softrobot,MIT,2022-01-11 19:38:18,2025-07-24 20:31:30,2025-04-02 20:29:32,255.0,,7.0,1.0,14.0,3.0,4.0,35.0,2022-03-25 23:33:54,0.1.4,,89.0,8.0,Softrobotics environment package for OpenAI Gym.,2.0,2.0,,11,True,2.0,gym-softrobot,https://pypi.org/project/gym-softrobot,89.0,,,,,,,,,,,
111,Moos-ivp,moos-ivp/moos-ivp,,maritime,https://github.com/moos-ivp/moos-ivp,https://github.com/moos-ivp/moos-ivp,GPLv3 LGPLv3 and Commercial,2024-08-05 04:59:29,2025-09-06 23:07:55,2025-09-06 23:07:54,5461.0,8.0,21.0,6.0,61.0,7.0,5.0,31.0,,,,,,"MOOS-IvP is a set of modules for providing autonomy on robotic platforms, in particular autonomous marine vehicles.",,,17.0,11,True,3.0,,,,,,,,,,,,,,
112,UAIbot,UAIbot/UAIbotPy,,ml,https://uaibot.github.io/,https://github.com/UAIbot/UAIbotPy,MIT,2022-08-08 18:34:23,2025-09-23 12:33:11,2025-07-08 23:30:52,160.0,7.0,5.0,,3.0,1.0,,3.0,2025-07-08 23:46:29,1.2.7,,,1.0,The Python version of the UAIbot simulator.,,,4.0,11,True,3.0,,,,,,,,,,,,,,
113,LRAUV,osrf/lrauv,,maritime,https://github.com/osrf/lrauv,https://github.com/osrf/lrauv,Apache-2.0,2021-11-02 07:33:35,2025-03-18 04:22:21,2025-03-18 04:22:08,357.0,,19.0,7.0,176.0,16.0,94.0,73.0,,,,,,Packages for simulating the Tethys-class Long-Range AUV (LRAUV) from the Monterey Bay Aquarium Research Institute..,,,11.0,10,False,3.0,,,,,,,,,,,,,,
114,HoloOcean,byu-holoocean/HoloOcean,,maritime,https://byu-holoocean.github.io/holoocean-docs/,,MIT and Unreal Engine EULA,2020-10-04,2020-10-04,2025-09-29,18.0,,31.0,,,22.0,145.0,70.0,2025-09-29,2.1.0,,,4.0,"A UE5 based simulator for marine perception and autonomy, with multi-agent communications and many common underwater..",,,11.0,10,True,3.0,,,,,,,,,,,https://byu-holoocean.github.io/holoocean-docs/,2025-09-29,,
115,Strech MuJoCo,hello-robot/stretch_mujoco,,domain,https://github.com/hello-robot/stretch_mujoco,https://github.com/hello-robot/stretch_mujoco,BSD-3-Clause-Clear,2024-06-04 19:59:33,2025-08-20 01:59:09,2025-08-20 01:59:07,142.0,1.0,16.0,3.0,53.0,19.0,28.0,51.0,2025-06-10 16:17:07,0.5.0,,,1.0,"This library provides a simulation stack for Stretch, built on MuJoCo.",,,6.0,10,True,3.0,,,,,,,,,,,,,,
116,FleX,NVIDIAGameWorks/FleX,,physics,https://github.com/NVIDIAGameWorks/FleX,https://github.com/NVIDIAGameWorks/FleX,Nvidia Software License,2017-01-24 21:51:38,2021-04-15 01:36:31,2021-04-15 01:36:31,15.0,,101.0,72.0,4.0,92.0,42.0,737.0,2017-04-10 02:40:45,1.1.0,,,1.0,,,,2.0,9,True,3.0,,,,,,,,,,,,,,
117,Arnold,arnold-benchmark/arnold,,ml,https://arnold-benchmark.github.io/,https://github.com/arnold-benchmark/arnold,MIT,2023-04-10 03:41:38,2025-03-16 18:21:08,2024-04-01 12:58:11,19.0,,15.0,5.0,,5.0,48.0,175.0,,,,,,[ICCV 2023] Official code repository for ARNOLD benchmark.,,,3.0,9,True,3.0,,,,,,,,,,,,,,
118,Isaac Drone Racer,kousheekc/isaac_drone_racer,,aerial,https://github.com/kousheekc/isaac_drone_racer,https://github.com/kousheekc/isaac_drone_racer,BSD-3-Clause,2025-05-26 09:11:53,2025-08-11 13:18:18,2025-06-20 13:22:15,47.0,,23.0,5.0,,1.0,4.0,124.0,,,,,,"Isaac Drone Racer is a reinforcement learning framework for high speed autonomous drone racing, built on top of..",,,,9,True,3.0,,,,,,,,,,,,,,
