,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,updated_github_id,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,trending,home_page,docs_url,update_at,gitlab_id,gitlab_url
58,OpenRAVE,rdiankov/openrave,[],robotics,https://openrave.org/,https://github.com/rdiankov/openrave,Apache-2 and LGPL-3,2012-09-14 05:40:51,2025-12-10 02:19:44,2024-08-16 12:00:23,10375.0,,333.0,70.0,1020.0,299.0,223.0,793.0,,,,,,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion..",,,123.0,18,True,2.0,,,,,,,,,,,,,,,
59,Sapien,haosulab/SAPIEN,,ml,https://sapien.ucsd.edu/,https://github.com/haosulab/SAPIEN,,2020-03-16 01:11:40,2025-12-09 01:52:10,2025-07-17 18:25:36,1690.0,,61.0,15.0,30.0,68.0,148.0,691.0,,,707.0,37.0,2.0,SAPIEN Embodied AI Platform.,228.0,228.0,15.0,18,True,2.0,,,,,,,,,,,,,,,
60,K-Sim,kscalelabs/ksim,,ml,https://docs.kscale.dev/docs/ksim,https://github.com/kscalelabs/ksim,MIT,2025-01-26 04:37:31,2025-10-29 07:48:59,2025-10-29 07:48:55,810.0,11.0,32.0,6.0,510.0,13.0,12.0,218.0,2025-08-18 11:19:25,0.2.10,,210.0,82.0,RL training library for humanoid locomotion and manipulation. Built on top of MuJoCo and JAX.,,,9.0,18,True,2.0,ksim,https://pypi.org/project/ksim,210.0,,,,,,,,,,,,
61,PhysX 5,NVIDIA-Omniverse/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIA-Omniverse/PhysX,BSD-3-Clause,2022-10-04 09:07:32,2025-10-21 18:29:11,2025-10-21 15:43:31,37.0,3.0,527.0,58.0,46.0,59.0,129.0,4290.0,2025-10-22 16:09:54,107.3-omni-and-physx-5.6.1,,,20.0,NVIDIA PhysX SDK.,,,8.0,17,True,3.0,,,,,,,,,,,,,,,
62,NVIDIA Isaac Sim,isaac-sim/IsaacSim,,robotics,https://developer.nvidia.com/isaac/sim,https://github.com/isaac-sim/IsaacSim,Apache 2.0 and NVIDIA Omniverse License Agreement,2025-05-28 18:38:18,2025-11-20 23:34:10,2025-11-20 23:21:27,32.0,4.0,254.0,17.0,15.0,79.0,159.0,2094.0,2025-10-21 19:49:18,5.1.0,,,2.0,"NVIDIA Isaac Sim is an open-source application on NVIDIA Omniverse for developing, simulating, and testing AI-driven..",,,5.0,17,True,2.0,,,,,,,,,,,,,,,
63,Flightmare,uzh-rpg/flightmare,[],aerial,https://uzh-rpg.github.io/flightmare/,https://github.com/uzh-rpg/flightmare,MIT,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,368.0,34.0,37.0,117.0,62.0,1256.0,2020-12-01 16:59:05,0.0.5,6136.0,95.0,5.0,An Open Flexible Quadrotor Simulator.,,,7.0,17,True,2.0,,,,,,,,,,,,,,,
64,Holodeck,BYU-PCCL/holodeck,,ml,https://github.com/BYU-PCCL/holodeck,https://github.com/BYU-PCCL/holodeck,MIT,2016-10-07 22:12:04,2022-02-19 05:41:14,2021-04-30 02:11:03,1025.0,,42.0,18.0,210.0,49.0,196.0,589.0,2020-04-02 23:24:07,0.3.1,,,5.0,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,10.0,10.0,19.0,17,True,3.0,,,,,,,,,,,,,,,
65,Project AirSim,iamaisim/ProjectAirSim,,aerial,https://iamaisim.github.io/ProjectAirSim/,https://github.com/iamaisim/ProjectAirSim,MIT,2025-05-13 15:24:25,2025-12-03 17:58:03,2025-12-03 17:57:29,33.0,10.0,50.0,30.0,43.0,21.0,9.0,367.0,2025-07-30 18:57:09,0.1.1,1428.0,285.0,1.0,"Project AirSim is Microsofts evolution of AirSim, an advanced simulation platform for building, training, and testing..",,,10.0,17,True,2.0,,,,,,,,,,1.0,,,,,
66,mvsim,MRPT/mvsim,[],flatsim,https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2025-11-21 14:19:09,2025-11-18 07:54:18,1258.0,20.0,51.0,8.0,42.0,9.0,21.0,349.0,2024-05-09 10:28:56,0.9.4,,,8.0,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2.,,,9.0,17,True,3.0,,,,https://mvsimulator.readthedocs.io/,,,,,,,,,,,
67,Unity Robotics Hub,Unity-Technologies/Unity-Robotics-Hub,[],robotics,https://github.com/Unity-Technologies/Unity-Robotics-Hub,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Apache-2,2020-09-24 17:23:13,2024-11-26 12:02:53,2024-11-26 11:42:34,138.0,,458.0,56.0,237.0,52.0,146.0,2408.0,2022-02-03 01:13:55,0.7.0,,,4.0,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",,,13.0,16,True,3.0,,,,,,,,,,,,,,,
68,MuJoCo playground,google-deepmind/mujoco_playground/,,ml,https://playground.mujoco.org/,https://github.com/google-deepmind/mujoco_playground,Apache-2.0,2024-12-03 22:39:09,2025-11-25 01:05:10,2025-11-25 00:18:56,148.0,6.0,242.0,18.0,58.0,39.0,104.0,1620.0,2025-06-23 18:39:59,0.0.5,,,4.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,16,True,3.0,,,,,,,,,,,,,,,
69,LocoMuJoCo,robfiras/loco-mujoco,,ml,https://loco-mujoco.readthedocs.io/,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2025-05-30 15:29:57,2025-05-30 15:29:56,696.0,,135.0,15.0,20.0,30.0,37.0,1284.0,2025-04-18 12:03:55,1.0.1,,,6.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,8.0,8.0,14.0,16,True,3.0,,,,,,,,,,,,,,,
70,UUV Simulator,uuvsimulator/uuv_simulator,,maritime,https://uuvsimulator.github.io/,https://github.com/uuvsimulator/uuv_simulator,apache-2,2016-07-13 11:21:05,2023-08-08 15:18:36,2020-06-15 14:57:59,1275.0,,315.0,48.0,285.0,106.0,75.0,826.0,,,,,,Gazebo/ROS packages for underwater robotics simulation.,,,21.0,16,False,1.0,,,,,,,,,,,,,,,
71,Pegasus Simulator,PegasusSimulator/PegasusSimulator,[],aerial,https://pegasussimulator.github.io/PegasusSimulator/,https://github.com/PegasusSimulator/PegasusSimulator,BSD-3-Clause,2023-02-27 08:58:27,2025-11-21 16:52:28,2025-11-21 16:52:28,222.0,6.0,120.0,13.0,44.0,25.0,37.0,652.0,2025-10-26 16:49:55,5.1.0,,,8.0,A framework built on top of NVIDIA Isaac Sim for simulating drones with PX4 support and much more.,,,6.0,16,True,2.0,,,,,,,,,,,,,,,
72,Ros2 For Unity,RobotecAI/ros2-for-unity,,robotics,https://github.com/RobotecAI/ros2-for-unity,https://github.com/RobotecAI/ros2-for-unity,Apache-2.0,2021-08-19 12:52:18,2025-11-24 08:11:58,2024-09-30 08:17:55,96.0,,65.0,7.0,33.0,40.0,55.0,601.0,2023-03-31 19:37:08,1.3.0,8082.0,155.0,4.0,High-performance ROS2 solution for Unity3D.,,,12.0,16,True,3.0,,,,,,,,,,,,,,,
73,RaiSim,raisimTech/raisimlib,,physics,https://raisim.com/,https://github.com/raisimTech/raisimLib,Proprietary Software License,2020-09-06 01:58:59,2025-10-27 23:02:44,2025-10-27 23:02:44,1144.0,5.0,100.0,12.0,190.0,58.0,347.0,404.0,2022-09-22 00:51:12,1.1.5,238.0,5.0,4.0,Visit www.raisim.com.,,,17.0,16,True,3.0,,,,,,,,,,,,,,,
74,Morse,morse-simulator/morse,,robotics,http://morse-simulator.github.io/,https://github.com/morse-simulator/morse,OFL-1.1,2010-08-23 14:41:06,2022-05-13 00:19:02,2022-03-22 21:33:51,4356.0,,144.0,34.0,389.0,98.0,340.0,368.0,2016-02-12 09:28:10,1.4,,,4.0,The Modular OpenRobots Simulation Engine.,,,59.0,16,False,3.0,,,,,,,,,,,,,,,
75,BSK-RL,AVSLab/bsk_rl,,space,https://avslab.github.io/bsk_rl/,https://github.com/AVSLab/bsk_rl,MIT,2023-06-08 01:02:01,2025-12-03 22:27:19,2025-12-03 22:17:38,329.0,45.0,11.0,6.0,156.0,24.0,132.0,88.0,2025-07-24 00:09:32,1.2.0,,,4.0,"RL environments and tools for spacecraft autonomy research, built on Basilisk. Developed by the AVS Lab.",,,8.0,16,True,2.0,,,,,,,,,,1.0,,,,,
76,TPE (part of gz-physics),gazebosim/gz-physics,[],physics,https://gazebosim.org/,https://github.com/gazebosim/gz-physics,Apache-2.0,2020-04-15 09:18:03,2025-12-05 23:20:59,2025-11-21 21:37:25,1902.0,5.0,53.0,16.0,661.0,85.0,75.0,74.0,2025-10-14 04:14:52,gz-physics9_9.0.0,,,7.0,Abstract physics interface designed to support simulation and rapid development of robot applications.,,,50.0,16,True,3.0,,,,,,,,,,,,,,,
77,PhysX SDK (legacy),NVIDIAGameWorks/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIAGameWorks/PhysX,NVIDIA Omniverse License Agreement,2018-12-05 14:30:22,2023-09-05 08:32:01,2022-11-09 12:26:46,12.0,,792.0,140.0,60.0,312.0,312.0,3460.0,2018-12-20 16:57:26,4.0.0,,,2.0,NVIDIA PhysX SDK.,,,3.0,15,True,3.0,,,,,,,,,,,,,,,
78,Gibson,StanfordVL/GibsonEnv,,ml,http://gibsonenv.stanford.edu/,https://github.com/StanfordVL/GibsonEnv,MIT,2017-12-18 20:12:35,2024-04-15 12:20:11,2021-05-12 18:03:25,1156.0,,146.0,27.0,26.0,47.0,71.0,926.0,,,,,2.0,Gibson Environments: Real-World Perception for Embodied Agents.,,,9.0,15,True,3.0,,,,,,,,,,,,,,,
79,Safe Control Gym,utiasDSL/safe-control-gym,,ml,https://www.dynsyslab.org/safe-robot-learning/,https://github.com/utiasDSL/safe-control-gym,MIT,2021-08-04 22:14:15,2025-11-06 19:47:30,2025-11-06 19:43:08,546.0,4.0,145.0,10.0,134.0,6.0,53.0,808.0,2024-10-21 14:55:01,1.0.0,,,4.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,20.0,15,True,3.0,,,,,,,,,,,,,,,
80,PyRep,stepjam/PyRep,,ml,https://github.com/stepjam/PyRep,https://github.com/stepjam/PyRep,MIT,2019-06-26 12:15:58,2024-08-16 12:54:08,2024-07-02 08:49:17,153.0,,161.0,9.0,101.0,3.0,297.0,752.0,2024-01-28 14:47:39,4.1.0,,,1.0,A toolkit for robot learning research.,,,20.0,15,True,3.0,,,,,,,,,,,,,,,
81,FlightGoggles,mit-aera/FlightGoggles,[],aerial,https://flightgoggles.mit.edu/,https://github.com/mit-aera/FlightGoggles,MIT,2017-04-02 21:14:31,2024-04-01 14:38:14,2024-04-01 14:38:14,219.0,,99.0,28.0,6.0,20.0,151.0,432.0,2021-05-31 00:18:07,3.0,1588.0,16.0,18.0,A framework for photorealistic hardware-in-the-loop agile flight simulation using Unity3D and ROS. Developed by MIT..,,,9.0,15,True,2.0,,,,,,,,,,,,,,,
82,ARGoS,ilpincy/argos3,[],robotics,https://www.argos-sim.info/,https://github.com/ilpincy/argos3,MIT,2012-11-05 19:07:02,2025-05-03 19:23:32,2025-05-03 19:22:55,1397.0,,112.0,22.0,95.0,28.0,104.0,297.0,,,,,,"A parallel, multi-engine simulator for heterogeneous swarm robotics.",,,25.0,15,True,3.0,,,,,,,,,,,,,,,
83,DAVE,Field-Robotics-Lab/dave,,maritime,https://field-robotics-lab.github.io/dave.doc/,https://github.com/Field-Robotics-Lab/dave,Apache-2.0,2019-10-02 23:45:04,2024-08-19 01:00:35,2023-12-04 08:10:33,771.0,,71.0,8.0,169.0,32.0,100.0,270.0,2022-02-26 01:20:21,4.3.0,,,8.0,Project DAVE.,,,25.0,15,True,2.0,,,,,,,,,,,,,,,
84,OmiLRS,OmniLRS/OmniLRS,,space,https://github.com/OmniLRS/OmniLRS/wiki,https://github.com/OmniLRS/OmniLRS,BSD 3-Clause,2023-09-04 08:12:13,2025-12-03 23:31:36,2025-12-03 23:31:23,540.0,38.0,28.0,6.0,64.0,9.0,20.0,149.0,2025-11-13 08:43:51,2.0.0,,,1.0,Omniverse Lunar Robotics Simulator.,,,12.0,15,True,3.0,,,,,,,,,,1.0,,,,,
85,Panda-Gym,qgallouedec/panda-gym,,domain,https://github.com/qgallouedec/panda-gym,https://github.com/qgallouedec/panda-gym,MIT,2020-09-13 18:13:39,2024-07-23 07:27:41,2024-07-04 13:38:48,188.0,,123.0,7.0,34.0,8.0,63.0,719.0,2024-06-10 10:13:17,3.0.7,,,14.0,Set of robotic environments based on PyBullet physics engine and gymnasium.,,,9.0,14,True,1.0,,,,,,,,,,,https://panda-gym.readthedocs.io/en/latest/,,,,
86,Aerial Gym Simulator,ntnu-arl/aerial_gym_simulator,[],aerial,https://ntnu-arl.github.io/aerial_gym_simulator/,https://github.com/ntnu-arl/aerial_gym_simulator,BSD-3-Clause,2023-04-04 20:48:46,2025-11-05 14:43:25,2025-11-05 14:42:55,61.0,3.0,98.0,17.0,13.0,12.0,34.0,623.0,2025-04-28 07:50:13,2.0.0,,,2.0,Aerial Gym Simulator - Isaac Gym Simulator for Aerial Robots.,,,4.0,14,True,2.0,,,,,,,,,,,,,,,
87,robo-gym,jr-robotics/robo-gym,,ml,https://github.com/jr-robotics/robo-gym,https://github.com/jr-robotics/robo-gym,MIT,2020-04-03 13:29:26,2025-07-22 15:01:43,2025-07-22 14:16:00,772.0,,73.0,17.0,13.0,11.0,43.0,468.0,,,,,,An open source toolkit for Distributed Deep Reinforcement Learning on real and simulated robots.,10.0,10.0,11.0,14,True,3.0,,,,,,,,,,,,,,,
88,ROS1 Intergration for Unreal 4,code-iai/ROSIntegration,,robotics,https://github.com/code-iai/ROSIntegration,https://github.com/code-iai/ROSIntegration,MIT,2017-08-17 19:46:51,2025-11-03 10:39:33,2025-11-03 10:39:32,436.0,1.0,136.0,37.0,88.0,52.0,77.0,453.0,,,,,,Unreal Engine Plugin to enable ROS Support.,,,33.0,14,True,3.0,,,,,,,,,,,,,,,
89,ProcTHOR,allenai/procthor,,ml,https://procthor.allenai.org/,https://github.com/allenai/procthor,Apache-2.0,2022-07-25 20:53:54,2023-04-07 11:02:38,2022-12-14 19:21:47,30.0,,38.0,8.0,10.0,44.0,9.0,402.0,2022-08-21 16:32:44,0.0.1,,,3.0,Scaling Embodied AI by Procedurally Generating Interactive 3D Houses.,13.0,13.0,6.0,14,True,3.0,,,,,,,,,,,,,,,
90,UNav-Sim,open-airlab/UNav-Sim,,maritime,https://github.com/open-airlab/UNav-Sim,https://github.com/open-airlab/UNav-Sim,MIT,2023-02-22 15:10:24,2025-05-02 12:55:48,2025-05-02 12:55:48,3707.0,,26.0,9.0,,4.0,13.0,267.0,,,,,,Visually Realistic Underwater Robotics Simulator UNav-Sim.,,,248.0,14,True,2.0,,,,,,,,,,,,,,,
91,rotorpy,spencerfolk/rotorpy,[],aerial,https://github.com/spencerfolk/rotorpy,https://github.com/spencerfolk/rotorpy,MIT,2023-03-15 18:55:42,2025-11-15 03:21:01,2025-11-05 14:09:47,247.0,8.0,44.0,5.0,10.0,6.0,18.0,208.0,2025-11-15 03:21:01,2.1.0,16.0,1.0,5.0,A multirotor simulator with aerodynamics for education and research.,,,6.0,14,True,2.0,,,,,,,,,,-1.0,,,,,
92,jMAVSim,PX4/jMAVSim,,aerial,https://github.com/PX4/jMAVSim,https://github.com/PX4/jMAVSim,BSD-3-Clause,2015-06-13 23:11:25,2024-07-03 08:23:19,2021-12-17 09:22:41,382.0,,214.0,35.0,79.0,16.0,36.0,98.0,,,,,,Simple multirotor simulator with MAVLink protocol support.,,,28.0,14,True,2.0,,,,,,,,,,,,,,,
93,Moos-ivp,moos-ivp/moos-ivp,,maritime,https://github.com/moos-ivp/moos-ivp,https://github.com/moos-ivp/moos-ivp,GPLv3 LGPLv3 and Commercial,2024-08-05 04:59:29,2025-12-07 00:15:34,2025-12-07 00:15:34,5471.0,10.0,26.0,6.0,70.0,6.0,7.0,37.0,2025-11-16 00:02:37,24.8.1,,,1.0,"MOOS-IvP is a set of modules for providing autonomy on robotic platforms, in particular autonomous marine vehicles.",,,18.0,14,True,2.0,,,,,,,,,,,,,,,
94,SMaRC 2,smarc-project/smarc2,,maritime,https://github.com/smarc-project/smarc2,https://github.com/smarc-project/smarc2,BSD-3-Clause and MIT,2024-02-14 14:14:23,2025-12-05 10:48:55,2025-12-05 10:48:55,1678.0,354.0,28.0,1.0,232.0,4.0,25.0,15.0,2025-06-05 08:08:29,0.5-C2only,45.0,2.0,2.0,smarc ros2-humble main repository.,,,24.0,14,True,2.0,,,,,,,,,,,,,,,
95,Unity Rendering Plugin,Unity-Technologies/NativeRenderingPlugin,[],render,https://docs.unity3d.com/Manual/NativePluginInterface.html,https://github.com/Unity-Technologies/NativeRenderingPlugin,MIT,2019-09-03 06:35:55,2025-05-07 16:09:43,2025-05-07 16:09:43,147.0,,183.0,525.0,20.0,26.0,3.0,920.0,,,,,,C++ Rendering Plugin example for Unity.,,,13.0,13,True,3.0,,,,,,,,,,,,,,,
96,Gymfc,wil3/gymfc/,,aerial,http://wfk.io/neuroflight/,https://github.com/wil3/gymfc,MIT,2018-04-10 17:11:12,2021-10-07 16:59:11,2021-10-07 16:59:10,268.0,,104.0,19.0,30.0,9.0,72.0,437.0,2018-09-17 15:25:54,0.1.0,,,1.0,A universal flight control tuning framework.,,,,13,True,3.0,,,,,,,,,,,,,,,
97,Stonefish,patrykcieslak/stonefish,,maritime,https://stonefish.readthedocs.io/,https://github.com/patrykcieslak/stonefish,GPL-3.0,2019-05-10 08:37:07,2025-12-04 14:48:05,2025-12-04 14:47:20,386.0,6.0,50.0,9.0,33.0,4.0,39.0,216.0,2025-06-10 11:14:56,1.5,,,7.0,Stonefish - an advanced C++ simulation library designed for (but not limited to) marine robotics.,,,13.0,13,True,2.0,,,,,,,,,,,,,,,
98,CrazyS,gsilano/CrazyS,[],aerial,https://github.com/gsilano/CrazyS,https://github.com/gsilano/CrazyS,Apache-2.0,2018-02-20 14:42:23,2022-08-11 14:59:13,2022-08-11 14:57:06,259.0,,84.0,4.0,19.0,9.0,79.0,178.0,2021-12-28 12:17:27,7.0.1,,,27.0,"CrazyS is an extension of the ROS package RotorS, aimed to modeling, developing and integrating the Crazyflie 2.0.",,,2.0,13,True,3.0,,,,,,,,,,,,,,,
99,CoppeliaSim core library,CoppeliaRobotics/coppeliaSimLib,[],robotics,http://coppeliarobotics.com/,https://github.com/CoppeliaRobotics/coppeliaSimLib,gnu-gpl,2019-09-27 09:21:56,2025-12-10 08:24:43,2025-12-10 08:24:38,1034.0,66.0,44.0,8.0,5.0,1.0,21.0,130.0,,,,,,CoppeliaSim core library.,,,3.0,13,True,3.0,,,,,,,,,,,,,,,
100,AutoDRIVE Simulator,Tinker-Twins/AutoDRIVE,,domain,https://github.com/Tinker-Twins/AutoDRIVE/tree/AutoDRIVE-Simulator,https://github.com/Tinker-Twins/AutoDRIVE,BSD-2-Clause,2021-01-20 17:26:18,2025-12-08 10:28:30,2024-12-23 19:18:42,376.0,,30.0,4.0,,,13.0,122.0,2024-03-17 04:13:33,Testbed-0.2.0,2515.0,43.0,11.0,An Integrated Cyber-Physical Ecosystem for Autonomous Driving Research and Education.,,,3.0,13,True,2.0,,,,,,,,,,,,,,,
101,Flatland,avidbots/flatland,,flatsim,https://flatland-simulator.readthedocs.io/,https://github.com/avidbots/flatland,BSD-3-Clause,2017-08-15 16:22:15,2025-10-01 20:37:01,2024-05-07 21:05:02,796.0,,41.0,8.0,85.0,13.0,13.0,120.0,2023-11-22 22:40:54,1.4.0,,,2.0,A 2D robot simulator for ROS.,,,14.0,13,True,3.0,,,,,,,,,,,,,,,
102,Crazyflow,utiasDSL/crazyflow,,aerial,https://github.com/utiasDSL/crazyflow,https://github.com/utiasDSL/crazyflow,MIT,2024-11-08 10:30:23,2025-12-01 22:42:35,2025-10-09 07:31:48,296.0,7.0,12.0,1.0,16.0,4.0,25.0,50.0,2025-08-26 16:29:30,0.0.2,,,2.0,Scalable Crazyflie simulation using JAX.,1.0,1.0,8.0,13,True,3.0,,,,,,,,,,,,,,,
103,Deepdrive,deepdrive/deepdrive,,ml,https://deepdrive.io/,https://github.com/deepdrive/deepdrive,,2017-11-21 17:28:45,2023-10-03 21:34:17,2020-06-29 19:31:52,831.0,,150.0,58.0,19.0,35.0,29.0,925.0,2018-05-17 21:36:53,2.0,,,1.0,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving.,,,6.0,12,True,3.0,,,,,,,,,,,,,,,
104,DexterousHands,PKU-MARL/DexterousHands,,domain,https://github.com/PKU-MARL/DexterousHands,https://github.com/PKU-MARL/DexterousHands,Apache-2.0,2022-03-30 01:29:41,2025-02-18 13:47:57,2025-02-18 13:47:57,224.0,,114.0,15.0,3.0,36.0,12.0,924.0,,,,,,This is a library that provides dual dexterous hand manipulation tasks through Isaac Gym.,5.0,5.0,9.0,12,True,2.0,,,,,,,,,,,,,,,
105,racecar_gym,axelbr/racecar_gym/,,ml,https://github.com/axelbr/racecar_gym,https://github.com/axelbr/racecar_gym,MIT,2020-08-15 08:26:44,2023-09-18 08:14:53,2023-09-18 08:14:48,301.0,,33.0,3.0,7.0,,12.0,217.0,2020-12-16 22:51:48,tracks-v1.0.0,5683.0,94.0,1.0,A gym environment for a miniature racecar using the pybullet physics engine.,,,,12,True,3.0,,,,,,,,,,,,,,,
106,UWSim,uji-ros-pkg/underwater_simulation,,maritime,https://www.irs.uji.es/uwsim/wiki/index.php?title=Installing_UWSim,https://github.com/uji-ros-pkg/underwater_simulation,GNU-gpl,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,24.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,12,False,3.0,,,,,,,,,,,,,,,
107,RoboCasa,robocasa/robocasa,,ml,https://robocasa.ai/,https://github.com/robocasa/robocasa,mit,2024-05-11 11:14:03,2025-09-13 03:47:28,2025-04-23 03:15:37,47.0,,115.0,12.0,15.0,46.0,107.0,1031.0,,,,,,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots.,,,,11,True,3.0,,,,,,,,,,,,,,,
108,OmniIsaacGymEnvs,isaac-sim/OmniIsaacGymEnvs,,ml,https://github.com/isaac-sim/OmniIsaacGymEnvs,https://github.com/isaac-sim/OmniIsaacGymEnvs,,2022-06-01 05:16:34,2024-06-06 20:11:32,2024-06-06 20:07:39,176.0,,220.0,16.0,9.0,118.0,52.0,1014.0,,,,,,Reinforcement Learning Environments for Omniverse Isaac Gym.,,,6.0,11,True,3.0,,,,,,,,,,,,,,,
109,PyBullet Gym,benelot/pybullet-gym,[],ml,https://pybullet.org/,https://github.com/benelot/pybullet-gym,MIT,2018-01-05 12:35:57,2021-10-16 08:35:41,2021-03-29 09:19:09,64.0,,122.0,8.0,20.0,30.0,27.0,871.0,,,,,,Open-source implementations of OpenAI Gym MuJoCo environments for use with the OpenAI Gym Reinforcement Learning..,,,14.0,11,True,3.0,,,,,,,,,,,,,,,
110,Ocean Sim,umfieldrobotics/OceanSim,,maritime,https://github.com/umfieldrobotics/OceanSim,https://github.com/umfieldrobotics/OceanSim,BSD 3-Clause,2025-02-17 17:50:19,2025-09-26 05:56:03,2025-09-07 04:59:56,19.0,,44.0,11.0,6.0,7.0,17.0,354.0,2025-09-05 16:52:56,release/v4.5.0-ROS,,,2.0,[IROS 2025] OceanSim: A GPU-Accelerated Underwater Robot Perception Simulation Framework.,,,6.0,11,True,3.0,,,,,,,,,,,,,,,
111,Graspit!,graspit-simulator/graspit,,domain,https://github.com/graspit-simulator/graspit,https://github.com/graspit-simulator/graspit,,2015-10-21 23:24:38,2021-04-19 20:49:02,2020-07-10 14:35:48,733.0,,81.0,13.0,111.0,33.0,43.0,208.0,2021-04-10 17:39:19,4.0,110.0,1.0,4.0,The GraspIt! simulator.,,,25.0,11,True,2.0,,,,,,,,,,,,,,,
112,ODE,thomasmarsh/ODE,[],physics,http://www.ode.org/,https://github.com/thomasmarsh/ODE,gnu-gpl and BSD-3-clause,2017-05-01 14:50:07,2024-01-17 15:31:06,2024-01-14 01:09:11,2099.0,,35.0,5.0,,2.0,1.0,177.0,,,,,,Open Dynamics Engine (ODE) github mirror from https://bitbucket.org/odedevs/ode.,,,34.0,11,True,3.0,,,,,,,,,,,,,,,
113,UWSim-NET,uji-ros-pkg/underwater_simulation,,maritime,https://github.com/uji-ros-pkg/underwater_simulation,https://github.com/uji-ros-pkg/underwater_simulation,,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,24.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,11,False,3.0,,,,,,,,,,,,,,,
114,Strech MuJoCo,hello-robot/stretch_mujoco,,domain,https://github.com/hello-robot/stretch_mujoco,https://github.com/hello-robot/stretch_mujoco,BSD-3-Clause-Clear,2024-06-04 19:59:33,2025-12-03 17:28:11,2025-12-03 17:28:09,145.0,3.0,23.0,3.0,57.0,18.0,31.0,51.0,2025-06-10 16:17:07,0.5.0,,,1.0,"This library provides a simulation stack for Stretch, built on MuJoCo.",,,7.0,11,True,2.0,,,,,,,,,,,,,,,
115,gym-softrobot,skim0119/gym-softrobot/,,domain,https://github.com/skim0119/gym-softrobot,https://github.com/skim0119/gym-softrobot,MIT,2022-01-11 19:38:18,2025-07-24 20:31:30,2025-04-02 20:29:32,255.0,,7.0,1.0,14.0,3.0,4.0,37.0,2022-03-25 23:33:54,0.1.4,,34.0,8.0,Softrobotics environment package for OpenAI Gym.,2.0,2.0,,11,True,2.0,gym-softrobot,https://pypi.org/project/gym-softrobot,34.0,,,,,,,,,,,,
116,Isaac Drone Racer,kousheekc/isaac_drone_racer,,aerial,https://github.com/kousheekc/isaac_drone_racer,https://github.com/kousheekc/isaac_drone_racer,BSD-3-Clause,2025-05-26 09:11:53,2025-12-04 10:04:52,2025-12-04 10:04:42,51.0,4.0,28.0,5.0,,,6.0,147.0,,,,,,"Isaac Drone Racer is a reinforcement learning framework for high speed autonomous drone racing, built on top of..",,,,10,True,3.0,,,,,,,,,,,,,,,
117,LRAUV,osrf/lrauv,,maritime,https://github.com/osrf/lrauv,https://github.com/osrf/lrauv,Apache-2.0,2021-11-02 07:33:35,2025-03-18 04:22:21,2025-03-18 04:22:08,357.0,,19.0,6.0,176.0,16.0,94.0,72.0,,,,,,Packages for simulating the Tethys-class Long-Range AUV (LRAUV) from the Monterey Bay Aquarium Research Institute..,,,11.0,10,False,3.0,,,,,,,,,,,,,,,
118,HoloOcean,byu-holoocean/HoloOcean,,maritime,https://byu-holoocean.github.io/holoocean-docs/,,MIT and Unreal Engine EULA,2020-10-04,2020-10-04,2025-09-29,18.0,,31.0,,,22.0,145.0,70.0,2025-09-29,2.1.0,,,4.0,"A UE5 based simulator for marine perception and autonomy, with multi-agent communications and many common underwater..",,,11.0,10,True,3.0,,,,,,,,,,,,https://byu-holoocean.github.io/holoocean-docs/,2025-09-29,,
