,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,trending,doc_url,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,commint_count,gitlab_id,gitlab_url
58,Newton (Physics),newton-physics/newton,,robotics,https://newton-physics.github.io/newton/,https://github.com/newton-physics/newton,Apache-2.0,2025-04-22 04:12:07,2025-08-27 07:26:22,2025-08-27 07:25:37,787.0,396.0,73.0,20.0,327.0,106.0,199.0,797.0,,,,,,"An open-source, GPU-accelerated physics simulation engine built upon NVIDIA Warp, specifically targeting roboticists..",,,26.0,17,True,2.0,,,,,,,,,,,,,,,
59,Holodeck,BYU-PCCL/holodeck,,ml,https://github.com/BYU-PCCL/holodeck,https://github.com/BYU-PCCL/holodeck,MIT,2016-10-07 22:12:04,2022-02-19 05:41:14,2021-04-30 02:11:03,1025.0,,42.0,18.0,210.0,49.0,196.0,588.0,2020-04-02 23:24:07,0.3.1,,,5.0,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,10.0,10.0,19.0,17,True,3.0,,,,,,,,,,,,,,,
60,PhysX 5,NVIDIA-Omniverse/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIA-Omniverse/PhysX,BSD-3-Clause,2022-10-04 09:07:32,2025-07-22 17:28:32,2025-07-22 17:19:03,34.0,1.0,499.0,59.0,44.0,43.0,126.0,4108.0,2025-07-22 17:27:28,107.3-physx-5.6.1,,,19.0,NVIDIA PhysX SDK.,,,7.0,16,True,3.0,,,,,,,,,,,,,,,
61,Unity Robotics Hub,Unity-Technologies/Unity-Robotics-Hub,[],robotics,https://github.com/Unity-Technologies/Unity-Robotics-Hub,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Apache-2,2020-09-24 17:23:13,2024-11-26 12:02:53,2024-11-26 11:42:34,138.0,,443.0,58.0,237.0,50.0,146.0,2333.0,2022-02-03 01:13:55,0.7.0,,,4.0,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",,,13.0,16,True,2.0,,,,,,,,,,,,,,,
62,Gym Pybullet Drones,utiasDSL/gym-pybullet-drones,[],aerial,https://utiasdsl.github.io/gym-pybullet-drones/,https://github.com/utiasDSL/gym-pybullet-drones,MIT,2020-08-10 07:38:09,2025-06-30 13:18:01,2025-06-30 13:18:01,804.0,1.0,433.0,18.0,53.0,108.0,107.0,1600.0,2021-03-09 21:11:22,1.0.0,,,5.0,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control.,,,17.0,16,True,2.0,,,,,,,,,,,,,,,
63,LocoMuJoCo,robfiras/loco-mujoco,,ml,https://loco-mujoco.readthedocs.io/,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2025-05-30 15:29:57,2025-05-30 15:29:56,696.0,2.0,119.0,14.0,17.0,28.0,36.0,1141.0,2025-04-18 12:03:55,1.0.1,,,6.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,8.0,8.0,13.0,16,True,3.0,,,,,,,,,,,,,,,
64,UUV Simulator,uuvsimulator/uuv_simulator,,maritime,https://uuvsimulator.github.io/,https://github.com/uuvsimulator/uuv_simulator,apache-2,2016-07-13 11:21:05,2023-08-08 15:18:36,2020-06-15 14:57:59,1275.0,,313.0,48.0,285.0,106.0,75.0,789.0,,,,,,Gazebo/ROS packages for underwater robotics simulation.,,,21.0,16,False,1.0,,,,,,,,,,,,,,,
65,Pegasus Simulator,PegasusSimulator/PegasusSimulator,[],aerial,https://pegasussimulator.github.io/PegasusSimulator/,https://github.com/PegasusSimulator/PegasusSimulator,BSD-3-Clause,2023-02-27 08:58:27,2025-07-20 14:11:57,2025-07-20 14:02:54,216.0,3.0,96.0,10.0,38.0,19.0,33.0,523.0,2025-07-20 14:09:20,4.5.0,,,6.0,A framework built on top of NVIDIA Isaac Sim for simulating drones with PX4 support and much more.,,,4.0,16,True,2.0,,,,,,,,,,,,,,,
66,Morse,morse-simulator/morse,,robotics,http://morse-simulator.github.io/,https://github.com/morse-simulator/morse,OFL-1.1,2010-08-23 14:41:06,2022-05-13 00:19:02,2022-03-22 21:33:51,4356.0,,144.0,38.0,389.0,98.0,340.0,363.0,2016-02-12 09:28:10,1.4,,,4.0,The Modular OpenRobots Simulation Engine.,,,59.0,16,False,2.0,,,,,,,,,,,,,,,
67,mvsim,MRPT/mvsim,[],flatsim,https://github.com/MRPT/mvsim,https://github.com/MRPT/mvsim,BSD-3-Clause,2014-08-10 00:24:05,2025-07-06 21:48:10,2025-07-06 21:47:54,1238.0,20.0,50.0,11.0,39.0,8.0,20.0,340.0,2024-05-09 10:28:56,0.9.4,,,8.0,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2.,,,9.0,16,True,3.0,,,,,https://mvsimulator.readthedocs.io/,,,,,,,,,,
68,BSK-RL,AVSLab/bsk_rl,,space,https://avslab.github.io/bsk_rl/,https://github.com/AVSLab/bsk_rl,MIT,2023-06-08 01:02:01,2025-08-25 18:20:57,2025-08-25 18:09:06,284.0,68.0,4.0,6.0,146.0,27.0,118.0,75.0,2025-07-24 00:09:32,1.2.0,,,4.0,"RL environments and tools for spacecraft autonomy research, built on Basilisk. Developed by the AVS Lab.",,,7.0,16,True,2.0,,,,,,,,,,,,,,,
69,TPE (part of gz-physics),gazebosim/gz-physics,[],physics,https://gazebosim.org/,https://github.com/gazebosim/gz-physics,Apache-2.0,2020-04-15 09:18:03,2025-08-26 20:59:33,2025-08-25 23:03:45,1891.0,23.0,47.0,18.0,625.0,77.0,73.0,72.0,2025-01-16 23:48:49,gz-physics8_8.0.0,,,6.0,Abstract physics interface designed to support simulation and rapid development of robot applications.,,,47.0,16,True,3.0,,,,,,,,,,,,,,,
70,PhysX SDK (legacy),NVIDIAGameWorks/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIAGameWorks/PhysX,NVIDIA Omniverse License Agreement,2018-12-05 14:30:22,2023-09-05 08:32:01,2022-11-09 12:26:46,12.0,,782.0,145.0,60.0,312.0,309.0,3413.0,2018-12-20 16:57:26,4.0.0,,,2.0,NVIDIA PhysX SDK.,,,3.0,15,True,3.0,,,,,,,,,,,,,,,
71,RoboVerse,RoboVerseOrg/RoboVerse,,ml,https://roboverseorg.github.io/,https://github.com/RoboVerseOrg/RoboVerse,Apache-2.0,2025-04-04 03:00:06,2025-08-27 09:26:37,2025-08-27 03:30:24,449.0,139.0,118.0,14.0,283.0,69.0,75.0,1397.0,,,1.0,1.0,1.0,"RoboVerse: Towards a Unified Platform, Dataset and Benchmark for Scalable and Generalizable Robot Learning.",,,27.0,15,True,3.0,,,,,,,,,,,,,,,
72,NVIDIA Isaac Sim,isaac-sim/IsaacSim,,robotics,https://developer.nvidia.com/isaac/sim,https://github.com/isaac-sim/IsaacSim,Apache 2.0 and NVIDIA Omniverse License Agreement,2025-05-28 18:38:18,2025-08-15 22:40:12,2025-08-15 22:34:10,28.0,28.0,160.0,15.0,6.0,52.0,69.0,1354.0,2025-08-08 17:46:39,5.0.0,,,1.0,"NVIDIA Isaac Sim is an open-source application on NVIDIA Omniverse for developing, simulating, and testing AI-driven..",,,5.0,15,True,3.0,,,,,,,,,,,,,,,
73,Gibson,StanfordVL/GibsonEnv,,ml,http://gibsonenv.stanford.edu/,https://github.com/StanfordVL/GibsonEnv,MIT,2017-12-18 20:12:35,2024-04-15 12:20:11,2021-05-12 18:03:25,1156.0,,145.0,29.0,26.0,47.0,71.0,918.0,,,,,2.0,Gibson Environments: Real-World Perception for Embodied Agents.,,,9.0,15,True,3.0,,,,,,,,,,,,,,,
74,Safe Control Gym,utiasDSL/safe-control-gym,,ml,https://www.dynsyslab.org/safe-robot-learning/,https://github.com/utiasDSL/safe-control-gym,MIT,2021-08-04 22:14:15,2025-08-19 14:53:51,2025-08-19 14:53:51,542.0,5.0,134.0,12.0,133.0,5.0,52.0,754.0,2024-10-21 14:55:01,1.0.0,,,4.0,PyBullet CartPole and Quadrotor environmentswith CasADi symbolic a priori dynamicsfor learning-based control and RL.,,,20.0,15,True,3.0,,,,,,,,,,,,,,,
75,PyRep,stepjam/PyRep,,ml,https://github.com/stepjam/PyRep,https://github.com/stepjam/PyRep,MIT,2019-06-26 12:15:58,2024-08-16 12:54:08,2024-07-02 08:49:17,153.0,,159.0,12.0,101.0,1.0,297.0,740.0,2024-01-28 14:47:39,4.1.0,,,1.0,A toolkit for robot learning research.,,,20.0,15,True,3.0,,,,,,,,,,,,,,,
76,Ros2 For Unity,RobotecAI/ros2-for-unity,,robotics,https://github.com/RobotecAI/ros2-for-unity,https://github.com/RobotecAI/ros2-for-unity,Apache-2.0,2021-08-19 12:52:18,2024-09-30 08:17:55,2024-09-30 08:17:55,96.0,,65.0,9.0,31.0,38.0,55.0,566.0,2023-03-31 19:37:08,1.3.0,7457.0,155.0,4.0,High-performance ROS2 solution for Unity3D.,,,12.0,15,True,3.0,,,,,,,,,,,,,,,
77,robo-gym,jr-robotics/robo-gym,,ml,https://github.com/jr-robotics/robo-gym,https://github.com/jr-robotics/robo-gym,MIT,2020-04-03 13:29:26,2025-07-22 15:01:43,2025-07-22 14:16:00,772.0,8.0,73.0,19.0,13.0,11.0,43.0,455.0,,,,,,An open source toolkit for Distributed Deep Reinforcement Learning on real and simulated robots.,10.0,10.0,11.0,15,True,3.0,,,,-1.0,,,,,,,,,,,
78,FlightGoggles,mit-aera/FlightGoggles,[],aerial,https://flightgoggles.mit.edu/,https://github.com/mit-aera/FlightGoggles,MIT,2017-04-02 21:14:31,2024-04-01 14:38:14,2024-04-01 14:38:14,219.0,,97.0,28.0,6.0,20.0,151.0,426.0,2021-05-31 00:18:07,3.0,1581.0,17.0,18.0,A framework for photorealistic hardware-in-the-loop agile flight simulation using Unity3D and ROS. Developed by MIT..,,,9.0,15,True,2.0,,,,,,,,,,,,,,,
79,RaiSim,raisimTech/raisimlib,,physics,https://raisim.com/,https://github.com/raisimTech/raisimLib,Proprietary Software License,2020-09-06 01:58:59,2025-05-19 23:00:32,2025-05-19 23:00:32,1135.0,,98.0,13.0,186.0,58.0,346.0,387.0,2022-09-22 00:51:12,1.1.5,217.0,5.0,4.0,Visit www.raisim.com.,,,16.0,15,True,3.0,,,,,,,,,,,,,,,
80,ARGoS,ilpincy/argos3,[],robotics,https://www.argos-sim.info/,https://github.com/ilpincy/argos3,MIT,2012-11-05 19:07:02,2025-05-03 19:23:32,2025-05-03 19:22:55,1397.0,,111.0,23.0,95.0,28.0,102.0,288.0,,,,,,"A parallel, multi-engine simulator for heterogeneous swarm robotics.",,,25.0,15,True,3.0,,,,,,,,,,,,,,,
81,DAVE,Field-Robotics-Lab/dave,,maritime,https://field-robotics-lab.github.io/dave.doc/,https://github.com/Field-Robotics-Lab/dave,Apache-2.0,2019-10-02 23:45:04,2024-08-19 01:00:35,2023-12-04 08:10:33,771.0,,70.0,9.0,169.0,31.0,100.0,257.0,2022-02-26 01:20:21,4.3.0,,,8.0,Project DAVE.,,,25.0,15,True,2.0,,,,,,,,,,,,,,,
82,Panda-Gym,qgallouedec/panda-gym,,domain,https://github.com/qgallouedec/panda-gym,https://github.com/qgallouedec/panda-gym,MIT,2020-09-13 18:13:39,2024-07-23 07:27:41,2024-07-04 13:38:48,188.0,,119.0,8.0,34.0,8.0,63.0,691.0,2024-06-10 10:13:17,3.0.7,,,14.0,Set of robotic environments based on PyBullet physics engine and gymnasium.,,,9.0,14,True,1.0,,,,,,,,,,https://panda-gym.readthedocs.io/en/latest/,,,,,
83,Aerial Gym Simulator,ntnu-arl/aerial_gym_simulator,[],aerial,https://ntnu-arl.github.io/aerial_gym_simulator/,https://github.com/ntnu-arl/aerial_gym_simulator,BSD-3-Clause,2023-04-04 20:48:46,2025-07-07 10:03:50,2025-07-07 10:03:15,56.0,2.0,87.0,17.0,10.0,9.0,29.0,547.0,2025-04-28 07:50:13,2.0.0,,,2.0,Aerial Gym Simulator - Isaac Gym Simulator for Aerial Robots.,,,4.0,14,True,2.0,,,,,,,,,,,,,,,
84,ROS1 Intergration for Unreal 4,code-iai/ROSIntegration,,robotics,https://github.com/code-iai/ROSIntegration,https://github.com/code-iai/ROSIntegration,MIT,2017-08-17 19:46:51,2025-02-11 10:10:58,2025-02-11 10:10:58,433.0,,133.0,39.0,87.0,51.0,77.0,446.0,,,,,,Unreal Engine Plugin to enable ROS Support.,,,32.0,14,True,3.0,,,,,,,,,,,,,,,
85,Gymfc,wil3/gymfc/,,aerial,http://wfk.io/neuroflight/,https://github.com/wil3/gymfc,MIT,2018-04-10 17:11:12,2021-10-07 16:59:11,2021-10-07 16:59:10,268.0,,104.0,21.0,30.0,9.0,72.0,428.0,2018-09-17 15:25:54,0.1.0,,,1.0,A universal flight control tuning framework.,,,,14,True,2.0,,,,,,,,,,,,,,,
86,ProcTHOR,allenai/procthor,,ml,https://procthor.allenai.org/,https://github.com/allenai/procthor,Apache-2.0,2022-07-25 20:53:54,2023-04-07 11:02:38,2022-12-14 19:21:47,30.0,,32.0,10.0,10.0,43.0,8.0,384.0,2022-08-21 16:32:44,0.0.1,,,3.0,Scaling Embodied AI by Procedurally Generating Interactive 3D Houses.,13.0,13.0,6.0,14,True,3.0,,,,,,,,,,,,,,,
87,UNav-Sim,open-airlab/UNav-Sim,,maritime,https://github.com/open-airlab/UNav-Sim,https://github.com/open-airlab/UNav-Sim,MIT,2023-02-22 15:10:24,2025-05-02 12:55:48,2025-05-02 12:55:48,3707.0,,21.0,10.0,,2.0,12.0,234.0,,,,,,Visually Realistic Underwater Robotics Simulator UNav-Sim.,,,248.0,14,True,2.0,,,,,,,,,,,,,,,
88,rotorpy,spencerfolk/rotorpy,[],aerial,https://github.com/spencerfolk/rotorpy,https://github.com/spencerfolk/rotorpy,MIT,2023-03-15 18:55:42,2025-08-18 16:04:28,2025-08-18 16:04:28,215.0,6.0,41.0,6.0,8.0,1.0,16.0,181.0,2025-08-18 15:55:02,2.0.2,11.0,1.0,4.0,A multirotor simulator with aerodynamics for education and research.,,,5.0,14,True,2.0,,,,,,,,,,,,,,,
89,Stonefish,patrykcieslak/stonefish,,maritime,https://stonefish.readthedocs.io/,https://github.com/patrykcieslak/stonefish,GPL-3.0,2019-05-10 08:37:07,2025-06-10 11:14:56,2025-06-10 11:02:18,380.0,4.0,39.0,8.0,27.0,6.0,31.0,174.0,2025-06-10 11:14:56,1.5,,,7.0,Stonefish - an advanced C++ simulation library designed for (but not limited to) marine robotics.,,,11.0,14,True,2.0,,,,,,,,,,,,,,,
90,jMAVSim,PX4/jMAVSim,,aerial,https://github.com/PX4/jMAVSim,https://github.com/PX4/jMAVSim,BSD-3-Clause,2015-06-13 23:11:25,2024-07-03 08:23:19,2021-12-17 09:22:41,382.0,,211.0,37.0,79.0,16.0,36.0,95.0,,,,,,Simple multirotor simulator with MAVLink protocol support.,,,28.0,14,True,2.0,,,,,,,,,,,,,,,
91,SMaRC 2,smarc-project/smarc2,,maritime,https://github.com/smarc-project/smarc2,https://github.com/smarc-project/smarc2,BSD-3-Clause and MIT,2024-02-14 14:14:23,2025-08-25 09:27:49,2025-08-25 09:27:49,1205.0,515.0,26.0,1.0,178.0,9.0,17.0,10.0,2025-06-05 08:08:29,0.5-C2only,43.0,2.0,2.0,smarc ros2-humble main repository.,,,22.0,14,True,2.0,,,,,,,,,,,,,,,
92,Unity Rendering Plugin,Unity-Technologies/NativeRenderingPlugin,[],render,https://docs.unity3d.com/Manual/NativePluginInterface.html,https://github.com/Unity-Technologies/NativeRenderingPlugin,MIT,2019-09-03 06:35:55,2025-05-07 16:09:43,2025-05-07 16:09:43,147.0,,180.0,529.0,20.0,26.0,3.0,900.0,,,,,,C++ Rendering Plugin example for Unity.,,,13.0,13,True,3.0,,,,,,,,,,,,,,,
93,CrazyS,gsilano/CrazyS,[],aerial,https://github.com/gsilano/CrazyS,https://github.com/gsilano/CrazyS,Apache-2.0,2018-02-20 14:42:23,2022-08-11 14:59:13,2022-08-11 14:57:06,259.0,,84.0,4.0,19.0,9.0,79.0,173.0,2021-12-28 12:17:27,7.0.1,,,27.0,"CrazyS is an extension of the ROS package RotorS, aimed to modeling, developing and integrating the Crazyflie 2.0.",,,2.0,13,True,3.0,,,,,,,,,,,,,,,
94,AutoDRIVE Simulator,Tinker-Twins/AutoDRIVE,,domain,https://github.com/Tinker-Twins/AutoDRIVE/tree/AutoDRIVE-Simulator,https://github.com/Tinker-Twins/AutoDRIVE,BSD-2-Clause,2021-01-20 17:26:18,2025-07-23 17:18:51,2024-12-23 19:18:42,376.0,,23.0,5.0,,,12.0,114.0,2024-03-17 04:13:33,Testbed-0.2.0,2118.0,39.0,11.0,An Integrated Cyber-Physical Ecosystem for Autonomous Driving Research and Education.,,,3.0,13,True,2.0,,,,,,,,,,,,,,,
95,Deepdrive,deepdrive/deepdrive,,ml,https://deepdrive.io/,https://github.com/deepdrive/deepdrive,,2017-11-21 17:28:45,2023-10-03 21:34:17,2020-06-29 19:31:52,831.0,,150.0,61.0,19.0,35.0,29.0,914.0,2018-05-17 21:36:53,2.0,,,1.0,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving.,,,6.0,12,True,3.0,,,,,,,,,,,,,,,
96,RoboCasa,robocasa/robocasa,,ml,https://robocasa.ai/,https://github.com/robocasa/robocasa,mit,2024-05-11 11:14:03,2025-08-27 04:10:19,2025-04-23 03:15:37,47.0,,94.0,12.0,15.0,35.0,105.0,895.0,,,,,,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots.,,,,12,True,3.0,,,,,,,,,,,,,,,
97,DexterousHands,PKU-MARL/DexterousHands,,domain,https://github.com/PKU-MARL/DexterousHands,https://github.com/PKU-MARL/DexterousHands,Apache-2.0,2022-03-30 01:29:41,2025-02-18 13:47:57,2025-02-18 13:47:57,224.0,,106.0,15.0,3.0,36.0,12.0,841.0,,,,,,This is a library that provides dual dexterous hand manipulation tasks through Isaac Gym.,5.0,5.0,9.0,12,True,2.0,,,,,,,,,,,,,,,
98,racecar_gym,axelbr/racecar_gym/,,ml,https://github.com/axelbr/racecar_gym,https://github.com/axelbr/racecar_gym,MIT,2020-08-15 08:26:44,2023-09-18 08:14:53,2023-09-18 08:14:48,301.0,,28.0,3.0,7.0,,11.0,199.0,2020-12-16 22:51:48,tracks-v1.0.0,5424.0,96.0,1.0,A gym environment for a miniature racecar using the pybullet physics engine.,,,,12,True,3.0,,,,,,,,,,,,,,,
99,Flatland,avidbots/flatland,,flatsim,https://flatland-simulator.readthedocs.io/,https://github.com/avidbots/flatland,BSD-3-Clause,2017-08-15 16:22:15,2025-02-14 16:40:05,2024-05-07 21:05:02,796.0,,41.0,9.0,83.0,13.0,13.0,118.0,2023-11-22 22:40:54,1.4.0,,,2.0,A 2D robot simulator for ROS.,,,14.0,12,True,3.0,,,,,,,,,,,,,,,
100,UWSim,uji-ros-pkg/underwater_simulation,,maritime,https://www.irs.uji.es/uwsim/wiki/index.php?title=Installing_UWSim,https://github.com/uji-ros-pkg/underwater_simulation,GNU-gpl,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,25.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,12,False,2.0,,,,,,,,,,,,,,,
101,Strech MuJoCo,hello-robot/stretch_mujoco,,domain,https://github.com/hello-robot/stretch_mujoco,https://github.com/hello-robot/stretch_mujoco,BSD-3-Clause-Clear,2024-06-04 19:59:33,2025-08-20 01:59:09,2025-08-20 01:59:07,142.0,14.0,16.0,3.0,53.0,19.0,28.0,51.0,2025-06-10 16:17:07,0.5.0,,,1.0,"This library provides a simulation stack for Stretch, built on MuJoCo.",,,6.0,12,True,2.0,,,,,,,,,,,,,,,
102,gym-softrobot,skim0119/gym-softrobot/,,domain,https://github.com/skim0119/gym-softrobot,https://github.com/skim0119/gym-softrobot,MIT,2022-01-11 19:38:18,2025-07-24 20:31:30,2025-04-02 20:29:32,255.0,,7.0,1.0,14.0,3.0,4.0,34.0,2022-03-25 23:33:54,0.1.4,,31.0,8.0,Softrobotics environment package for OpenAI Gym.,2.0,2.0,,12,True,2.0,gym-softrobot,https://pypi.org/project/gym-softrobot,31.0,,,,,,,,,,,,
103,OmniIsaacGymEnvs,isaac-sim/OmniIsaacGymEnvs,,ml,https://github.com/isaac-sim/OmniIsaacGymEnvs,https://github.com/isaac-sim/OmniIsaacGymEnvs,,2022-06-01 05:16:34,2024-06-06 20:11:32,2024-06-06 20:07:39,176.0,,218.0,17.0,9.0,118.0,52.0,993.0,,,,,,Reinforcement Learning Environments for Omniverse Isaac Gym.,,,6.0,11,True,3.0,,,,,,,,,,,,,,,
104,PyBullet Gym,benelot/pybullet-gym,[],ml,https://pybullet.org/,https://github.com/benelot/pybullet-gym,MIT,2018-01-05 12:35:57,2021-10-16 08:35:41,2021-03-29 09:19:09,64.0,,122.0,9.0,20.0,30.0,27.0,858.0,,,,,,Open-source implementations of OpenAI Gym MuJoCo environments for use with the OpenAI Gym Reinforcement Learning..,,,14.0,11,True,3.0,,,,,,,,,,,,,,,
105,Graspit!,graspit-simulator/graspit,,domain,https://github.com/graspit-simulator/graspit,https://github.com/graspit-simulator/graspit,,2015-10-21 23:24:38,2021-04-19 20:49:02,2020-07-10 14:35:48,733.0,,79.0,14.0,111.0,33.0,43.0,206.0,2021-04-10 17:39:19,4.0,107.0,1.0,4.0,The GraspIt! simulator.,,,25.0,11,True,3.0,,,,,,,,,,,,,,,
106,ODE,thomasmarsh/ODE,[],physics,http://www.ode.org/,https://github.com/thomasmarsh/ODE,gnu-gpl and BSD-3-clause,2017-05-01 14:50:07,2024-01-17 15:31:06,2024-01-14 01:09:11,2099.0,,34.0,6.0,,2.0,1.0,170.0,,,,,,Open Dynamics Engine (ODE) github mirror from https://bitbucket.org/odedevs/ode.,,,34.0,11,True,3.0,,,,,,,,,,,,,,,
107,CoppeliaSim core library,CoppeliaRobotics/coppeliaSimLib,[],robotics,http://coppeliarobotics.com/,https://github.com/CoppeliaRobotics/coppeliaSimLib,gnu-gpl,2019-09-27 09:21:56,2025-08-01 13:18:43,2025-08-01 13:18:38,966.0,41.0,43.0,8.0,5.0,3.0,18.0,125.0,,,,,,CoppeliaSim core library.,,,3.0,11,True,3.0,,,,,,,,,,,,,,,
108,UWSim-NET,uji-ros-pkg/underwater_simulation,,maritime,https://github.com/uji-ros-pkg/underwater_simulation,https://github.com/uji-ros-pkg/underwater_simulation,,2013-04-08 16:49:12,2022-05-27 01:45:56,2020-03-15 12:35:06,445.0,,61.0,25.0,31.0,18.0,39.0,107.0,,,,,,"UWSim-NET, the Underwater Simulator.",,,25.0,11,False,3.0,,,,,,,,,,,,,,,
109,Moos-ivp,moos-ivp/moos-ivp,,maritime,https://github.com/moos-ivp/moos-ivp,https://github.com/moos-ivp/moos-ivp,GPLv3 LGPLv3 and Commercial,2024-08-05 04:59:29,2025-08-14 21:17:33,2025-08-11 14:36:47,5459.0,17.0,20.0,6.0,59.0,7.0,5.0,28.0,,,,,,"MOOS-IvP is a set of modules for providing autonomy on robotic platforms, in particular autonomous marine vehicles.",,,17.0,11,True,3.0,,,,,,,,,,,,,,,
110,Ocean Sim,umfieldrobotics/OceanSim,,maritime,https://github.com/umfieldrobotics/OceanSim,https://github.com/umfieldrobotics/OceanSim,BSD 3-Clause,2025-02-17 17:50:19,2025-08-11 23:27:12,2025-06-21 18:51:34,13.0,4.0,31.0,11.0,6.0,6.0,5.0,261.0,,,,,,[IROS 2025] OceanSim: A GPU-Accelerated Underwater Robot Perception Simulation Framework.,,,4.0,10,True,3.0,,,,,,,,,,,,,,,
111,OmiLRS,OmniLRS/OmniLRS,,space,https://github.com/OmniLRS/OmniLRS/wiki,https://github.com/OmniLRS/OmniLRS,BSD 3-Clause,2023-09-04 08:12:13,2025-07-23 09:15:30,2025-07-23 09:15:30,502.0,1.0,24.0,6.0,37.0,10.0,14.0,118.0,,,,,,Omniverse Lunar Robotics Simulator.,,,8.0,10,True,3.0,,,,,,,,,,,,,,,
112,Isaac Drone Racer,kousheekc/isaac_drone_racer,,aerial,https://github.com/kousheekc/isaac_drone_racer,https://github.com/kousheekc/isaac_drone_racer,BSD-3-Clause,2025-05-26 09:11:53,2025-08-11 13:18:18,2025-06-20 13:22:15,47.0,31.0,22.0,3.0,,1.0,3.0,115.0,,,,,,"Isaac Drone Racer is a reinforcement learning framework for high speed autonomous drone racing, built on top of..",,,,10,True,3.0,,,,,,,,,,,,,,,
113,LRAUV,osrf/lrauv,,maritime,https://github.com/osrf/lrauv,https://github.com/osrf/lrauv,Apache-2.0,2021-11-02 07:33:35,2025-03-18 04:22:21,2025-03-18 04:22:08,357.0,,18.0,7.0,176.0,16.0,94.0,71.0,,,,,,Packages for simulating the Tethys-class Long-Range AUV (LRAUV) from the Monterey Bay Aquarium Research Institute..,,,11.0,10,False,3.0,,,,,,,,,,,,,,,
114,HoloOcean,byu-holoocean/HoloOcean,,maritime,https://byu-holoocean.github.io/holoocean-docs/,,MIT and Unreal Engine EULA,2020-10-04,2020-10-04,2025-05-14,,,21.0,,,27.0,120.0,50.0,2025-05-24,2.0.0,,,2.0,"A UE5 based simulator for marine perception and autonomy, with multi-agent communications and many common underwater..",,,8.0,10,True,3.0,,,,,,,,,,,https://byu-holoocean.github.io/holoocean-docs/,2025-05-14,16.0,,
115,FleX,NVIDIAGameWorks/FleX,,physics,https://github.com/NVIDIAGameWorks/FleX,https://github.com/NVIDIAGameWorks/FleX,Nvidia Software License,2017-01-24 21:51:38,2021-04-15 01:36:31,2021-04-15 01:36:31,15.0,,100.0,72.0,4.0,92.0,42.0,732.0,2017-04-10 02:40:45,1.1.0,,,1.0,,,,2.0,9,True,3.0,,,,,,,,,,,,,,,
116,Arnold,arnold-benchmark/arnold,,ml,https://arnold-benchmark.github.io/,https://github.com/arnold-benchmark/arnold,MIT,2023-04-10 03:41:38,2025-03-16 18:21:08,2024-04-01 12:58:11,19.0,,15.0,5.0,,5.0,48.0,173.0,,,,,,[ICCV 2023] Official code repository for ARNOLD benchmark.,,,3.0,9,True,3.0,,,,,,,,,,,,,,,
117,Fly Craft,GongXudong/fly-craft,,aerial,https://github.com/GongXudong/fly-craft,https://github.com/GongXudong/fly-craft,MIT,2024-03-09 07:37:07,2025-07-02 11:44:48,2025-07-02 11:44:39,43.0,6.0,,2.0,,,3.0,76.0,,,,95.0,,An efficient goal-conditioned reinforcement learning environment for fixed-wing UAV velocity vector control based on..,4.0,4.0,,9,True,3.0,flycraft,https://pypi.org/project/flycraft,95.0,,,,,,,,,,,,
118,Freefloating,freefloating-gazebo/freefloating_gazebo,,maritime,https://github.com/freefloating-gazebo/freefloating_gazebo,https://github.com/freefloating-gazebo/freefloating_gazebo,MIT,2014-04-24 14:38:59,2019-12-02 08:56:22,2019-12-02 08:56:32,109.0,,38.0,11.0,6.0,,10.0,74.0,,,,,,A Gazebo plugin to simulate underwater vehicles and visualize with UWsim.,,,8.0,9,False,3.0,,,,,,,,,,,,,,,
