,name,github_id,labels,category,license,homepage,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,doc_url,new_addition,pypi_id,pypi_url,pypi_monthly_downloads,trending,gitlab_id,gitlab_url
62,Unity Rendering Plugin,Unity-Technologies/NativeRenderingPlugin,[],render,MIT,https://docs.unity3d.com/Manual/NativePluginInterface.html,https://github.com/Unity-Technologies/NativeRenderingPlugin,2019-09-03 06:35:55,2024-12-04 17:43:14,2024-08-05 15:24:50,145.0,,169.0,530.0,19.0,25.0,3.0,872.0,,,,,,C++ Rendering Plugin example for Unity.,,,12.0,13,True,3.0,,,,,,,,
63,Aerial Gym Simulator,ntnu-arl/aerial_gym_simulator,[],aerial-simulators,BSD-3-Clause,https://ntnu-arl.github.io/aerial_gym_simulator/,https://github.com/ntnu-arl/aerial_gym_simulator,2023-04-04 20:48:46,2025-04-14 16:28:19,2025-04-14 16:27:52,53.0,6.0,75.0,16.0,9.0,4.0,26.0,465.0,2024-07-18 11:16:03,1.0.0,,,1.0,Aerial Gym Simulator - Isaac Gym Simulator for Aerial Robots.,,,3.0,13,True,3.0,,,,,,-1.0,,
64,rotorpy,spencerfolk/rotorpy,[],aerial-simulators,MIT,https://github.com/spencerfolk/rotorpy,https://github.com/spencerfolk/rotorpy,2023-03-15 18:55:42,2025-03-31 19:08:12,2025-03-31 18:59:38,125.0,17.0,34.0,5.0,7.0,4.0,9.0,131.0,2025-03-31 19:08:12,1.2.0,2.0,1.0,2.0,A multirotor simulator with aerodynamics for education and research.,,,4.0,13,True,3.0,,,,,,,,
65,Flatland,avidbots/flatland,,flatsim,BSD-3-Clause,https://flatland-simulator.readthedocs.io/,https://github.com/avidbots/flatland,2017-08-15 16:22:15,2025-02-14 16:40:05,2024-05-07 21:05:02,796.0,,41.0,9.0,83.0,13.0,13.0,113.0,2023-11-22 22:40:54,1.4.0,,,2.0,A 2D robot simulator for ROS.,,,14.0,13,True,3.0,,,,,,,,
66,RoboCasa,robocasa/robocasa,,ml,mit,https://robocasa.ai/,https://github.com/robocasa/robocasa,2024-05-11 11:14:03,2025-04-23 18:08:08,2025-04-23 03:15:37,47.0,3.0,71.0,11.0,15.0,23.0,102.0,736.0,,,,,,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots.,,,,12,True,3.0,,,,,,1.0,,
67,Deepdrive,deepdrive/deepdrive,,ml,,https://deepdrive.io/,https://github.com/deepdrive/deepdrive,2017-11-21 17:28:45,2023-10-03 21:34:17,2020-06-29 19:31:52,831.0,,148.0,61.0,19.0,35.0,29.0,913.0,2018-05-17 21:36:53,2.0,,,1.0,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving.,,,6.0,11,True,3.0,,,,,,,,
68,PyBullet Gym,benelot/pybullet-gym,[],ml,MIT,https://pybullet.org/,https://github.com/benelot/pybullet-gym,2018-01-05 12:35:57,2021-10-16 08:35:41,2021-03-29 09:19:09,64.0,,120.0,9.0,20.0,30.0,27.0,849.0,,,,,,Open-source implementations of OpenAI Gym MuJoCo environments for use with the OpenAI Gym Reinforcement Learning..,,,14.0,11,True,3.0,,,,,,,,
69,ODE,thomasmarsh/ODE,[],physics,gnu-gpl and BSD-3-clause,http://www.ode.org/,https://github.com/thomasmarsh/ODE,2017-05-01 14:50:07,2024-01-17 15:31:06,2024-01-14 01:09:11,2099.0,,33.0,6.0,,1.0,1.0,162.0,,,,,,Open Dynamics Engine (ODE) github mirror from https://bitbucket.org/odedevs/ode.,,,34.0,11,True,3.0,,,,,,,,
70,CoppeliaSim core library,CoppeliaRobotics/coppeliaSimLib,[],robotics,gnu-gpl,http://coppeliarobotics.com/,https://github.com/CoppeliaRobotics/coppeliaSimLib,2019-09-27 09:21:56,2025-04-23 12:07:52,2025-04-23 12:07:45,910.0,26.0,42.0,7.0,5.0,3.0,18.0,115.0,,,,,,CoppeliaSim core library.,,,3.0,11,True,3.0,,,,,,,,
71,Arnold,arnold-benchmark/arnold,,ml,MIT,https://arnold-benchmark.github.io/,https://github.com/arnold-benchmark/arnold,2023-04-10 03:41:38,2025-03-16 18:21:08,2024-04-01 12:58:11,19.0,,14.0,5.0,,5.0,45.0,165.0,,,,,,[ICCV 2023] Official code repository for ARNOLD benchmark.,,,3.0,10,True,3.0,,,,,,,,
72,OmiLRS,OmniLRS/OmniLRS,,domain,BSD 3-Clause,https://github.com/OmniLRS/OmniLRS/wiki,https://github.com/OmniLRS/OmniLRS,2023-09-04 08:12:13,2025-04-22 12:07:08,2025-04-03 06:56:40,492.0,3.0,20.0,5.0,31.0,4.0,12.0,89.0,,,,,,Omniverse Lunar Robotics Simulator.,,,6.0,10,True,3.0,,True,,,,,,
73,Robwork,,,robotics,apache-2,http://robwork.dk/,,2016-04-07 10:41:55,2016-04-07 10:41:55,,,,39.0,,,17.0,94.0,33.0,,,,,0.0,"RobWork is a collection of C++ libraries for simulation and control of robot systems, see http://robwork.dk To get..",,,,8,True,3.0,,,,,,,sdurobotics/RobWork,https://gitlab.com/sdurobotics/RobWork
74,Flightgear,,[],aerial-simulators,gnu-gpl2,https://www.flightgear.org/,,2015-03-04 07:33:36,2015-03-04 07:33:36,,,,32.0,,,158.0,99.0,43.0,,,,,0.0,FlightGear open-source flight simulator [flightgear.org](https://www.flightgear.org).,,,,7,True,3.0,,,,,,,flightgear/flightgear,https://gitlab.com/flightgear/flightgear
75,Stewart Platform Simulator,rawify/Stewart.js,,domain,MIT,https://raw.org/research/inverse-kinematics-of-a-stewart-platform/,https://github.com/rawify/Stewart.js,2019-02-16 20:09:30,2024-10-09 07:13:18,2024-10-09 07:13:14,33.0,,15.0,2.0,,,1.0,37.0,,,,,,The RAW inverse kinematics library for Stewart Platforms written in JavaScript.,4.0,4.0,,7,True,3.0,,True,,,,,,
76,RotorTM,arplaboratory/RotorTM,[],aerial-simulators,GPL-3.0,https://github.com/arplaboratory/RotorTM,https://github.com/arplaboratory/RotorTM,2021-12-28 23:49:46,2024-06-09 13:19:43,2024-06-09 13:19:43,205.0,,14.0,3.0,8.0,2.0,2.0,67.0,,,,,,,,,3.0,6,True,3.0,,,,,,,,
77,SimSpark,,,robotics,Missing,https://gitlab.com/robocup-sim/SimSpark,,2017-10-13 09:44:12,2017-10-13 09:44:12,,,,8.0,,,29.0,27.0,20.0,,,,,36.0,A generic physical simulator.,,,,6,True,3.0,,True,,,,,robocup-sim/SimSpark,https://gitlab.com/robocup-sim/SimSpark
78,LunarSim,PUTvision/LunarSim,,domain,Missing,https://github.com/PUTvision/LunarSim,https://github.com/PUTvision/LunarSim,2023-01-10 15:29:03,2023-12-07 12:15:43,2023-12-07 12:15:43,10.0,,6.0,5.0,1.0,2.0,2.0,31.0,2023-06-16 07:43:42,0.1.0,281.0,12.0,1.0,LunarSim: Lunar Rover Simulator Focused on High Visual Fidelity and ROS 2 Integration for Advanced Computer Vision..,,,2.0,5,True,3.0,,True,,,,,,
79,AGX Dynamics by Algoryx,,,physics,Proprietary Software License,https://www.algoryx.se/agx-dynamics/,,,,,,,,,,,,,,,,,,"AGX Dynamics, by Algoryx, is a modular physics simulation toolkit available in C++, C# and Python, on Windows, Mac and..",,,,2,True,3.0,,True,,,,,,
80,CoppeliaSim,,[],closed-robotics,Proparietary License,http://coppeliarobotics.com/,,,,,,,,,,,,,,,,,,,,,,1,True,1.0,,,,,,1.0,,
81,NVIDIA Isaac Sim,,[],closed-robotics,NVIDIA Omniverse License Agreement,https://developer.nvidia.com/isaac/sim,,,,,,,,,,,,,,,,,,,,,,1,True,1.0,,,,,,,,
82,Matlab UAV Toolbox,,[],closed-robotics,MathWorks Software License Agreement,https://www.mathworks.com/products/uav.html,,,,,,,,,,,,,,,,,,,,,,1,True,1.0,,,,,,,,
83,Realflight,,[],aerial-simulators,proprietary software license,https://www.realflight.com/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
84,Unity,,[],game,Unity Subscription Plans,https://unity.com/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
85,RobotBuilder,,[],closed-robotics,Commercial software,https://new.abb.com/products/robotics/software-and-digital/robotstudio,,,,,,,,,,,,,,,,,,,,,,1,True,1.0,,,,,,,,
86,Vortex,,[],physics,EULA,https://www.cm-labs.com/en/vortex-studio/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
87,Newton Dynamics,newton-dynamics/newton-dynamics,[],physics,zlib,http://newtondynamics.com/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
88,Havok Physics,,[],physics,Per-title licensing model,https://www.havok.com/havok-physics/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
89,Unreal Engine,,[],game,EULA,https://www.unrealengine.com/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
90,Simbad,,,eol,GNU-gpl2,https://simbad.sourceforge.net/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,,,,,,,
91,X-plane,,,others,proprietary license,https://www.x-plane.com/,,,,,,,,,,,,,,,,,,,,,,1,True,3.0,,True,,,,,,
92,RoboDK,,,closed-robotics,proprietary license,https://robodk.com/,,,,,,,,,,,,,,,,,,,,,,1,True,1.0,,True,,,,,,
93,Newton (Nvidia),,[],physics,,https://developer.nvidia.com/blog/announcing-newton-an-open-source-physics-engine-for-robotics-simulation/,,,,,,,,,,,,,,,,,,,,,,0,True,,,,,,,,,
94,HoloOcean,,,eol,,https://byu-holoocean.github.io/holoocean-docs/versionList.html,,,,,,,,,,,,,,,,,,,,,,0,True,,,,,,,,,
